season,team,sp_overall,sp_offense,sp_defense,sp_st
2022,Purdue,7.7,31.6,22.4,-1.5
2022,UTSA,7.2,39.3,32.6,0.5
2022,Memphis,6.8,37.0,31.8,1.7
2022,NC State,6.8,20.4,15.3,1.6
2022,James Madison,6.5,31.3,23.6,-1.2
2022,Boise State,5.7,24.1,18.5,0.1
2022,Iowa State,5.3,17.7,10.6,-1.7
2022,Auburn,5.1,32.6,27.9,0.5
2022,Duke,5.0,29.4,24.7,0.3
2022,SMU,4.7,42.0,38.1,0.9
2022,Houston,4.5,42.5,37.7,-0.3
2022,Air Force,3.9,16.3,12.3,-0.1
2022,Fresno State,3.3,27.1,24.4,0.6
2022,Marshall,3.0,15.7,11.4,-1.3
2022,Kansas,2.9,40.6,36.0,-1.7
2022,Syracuse,2.5,27.4,24.7,-0.1
2022,West Virginia,2.4,36.3,34.5,0.6
2022,Louisiana,2.0,21.7,20.3,0.7
2022,App State,1.7,32.9,29.8,-1.4
2022,Western Kentucky,1.7,31.3,30.1,0.5
2022,Michigan State,1.2,31.9,29.7,-1.0
2022,East Carolina,1.1,31.5,28.7,-1.7
2022,Coastal Carolina,0.6,32.7,30.6,-1.5
2022,UAB,-0.5,25.7,25.3,-0.9
2022,Nebraska,-1.2,25.5,25.6,-1.2
2022,BYU,-1.4,34.3,34.8,-0.8
2022,Army,-1.5,24.6,25.3,-0.9
2022,North Texas,-1.5,31.3,34.1,1.3
2022,Liberty,-1.5,24.1,25.4,-0.2
2022,Miami,-2.7,24.4,28.9,1.7
2022,California,-3.0,23.2,25.9,-0.3
2022,Arizona,-3.2,37.6,41.1,0.2
2022,Georgia State,-3.3,33.7,38.3,1.4
2022,Southern Miss,-3.5,18.3,22.9,1.1
2022,Toledo,-3.7,25.7,27.9,-1.5
2022,Arizona State,-4.1,30.5,35.7,1.1
2022,San José State,-4.3,19.1,21.6,-1.8
2022,San Diego State,-4.4,15.1,21.1,1.5
2022,Ohio,-4.6,31.6,35.2,-1.0
2022,Vanderbilt,-4.7,29.9,33.4,-1.2
2022,Tulsa,-6.1,32.7,38.5,-0.3
2022,Georgia Southern,-6.4,34.3,40.3,-0.4
2022,Middle Tennessee,-6.9,25.6,33.3,0.8
2022,Eastern Michigan,-7.1,24.0,32.4,1.3
2022,Florida Atlantic,-7.1,24.4,30.4,-1.1
2022,Indiana,-7.1,29.9,36.6,-0.4
2022,Navy,-7.2,18.2,24.4,-1.1
2022,Stanford,-7.2,25.6,34.2,1.5
2022,Virginia,-9.0,16.2,24.4,-0.7
2022,Rutgers,-9.1,16.4,25.2,-0.3
2022,Buffalo,-9.2,25.0,35.0,0.8
2022,Virginia Tech,-9.5,13.5,22.8,-0.3
2022,UTEP,-10.7,20.8,32.7,1.2
2022,Wyoming,-10.8,14.9,26.2,0.5
2022,Texas State,-11.5,17.4,29.5,0.7
2022,Georgia Tech,-11.8,18.8,29.5,-1.1
2022,UNLV,-11.9,20.8,34.1,1.3
2022,Miami (OH),-12.7,8.6,22.1,0.7
2022,Temple,-12.9,16.3,28.6,-0.5
2022,Arkansas State,-13.0,23.7,38.5,1.8
2022,Old Dominion,-13.0,16.9,29.3,-0.6
2022,Kent State,-13.1,25.6,37.9,-0.7
2022,Utah State,-13.3,25.4,38.5,-0.2
2022,Northwestern,-13.4,17.0,28.6,-1.7
2022,Central Michigan,-14.0,19.0,32.2,-0.8
2022,UConn,-14.6,14.2,27.9,-0.9
2022,Boston College,-14.9,20.4,33.8,-1.5
2022,Ball State,-14.9,16.0,30.1,-0.7
2022,Rice,-15.2,23.1,36.9,-1.4
2022,New Mexico State,-15.4,12.0,26.0,-1.4
2022,UL Monroe,-15.7,23.2,39.0,0.2
2022,Charlotte,-16.4,24.0,39.2,-1.2
2022,South Florida,-17.0,34.1,50.3,-0.8
2022,Western Michigan,-17.3,11.2,27.3,-1.1
2022,Louisiana Tech,-17.8,29.6,47.0,-0.4
2022,Bowling Green,-18.1,23.8,40.6,-1.2
2022,Northern Illinois,-18.8,25.3,43.1,-1.0
2022,Colorado,-20.4,24.0,45.0,0.7
2022,Colorado State,-22.2,7.8,29.0,-1.0
2022,Nevada,-22.4,15.9,37.8,-0.5
2022,Akron,-23.4,16.7,38.5,-1.6
2022,Hawai'i,-24.7,15.8,39.4,-1.1
2022,Florida International,-25.5,18.4,42.3,-1.6
2022,New Mexico,-26.9,6.0,31.9,-1.0
2022,Massachusetts,-30.3,7.5,36.4,-1.4
2022,nationalAverages,0.8145038167938932,27.76946564885496,26.959541984732823,0.0007633587786259542
