season,week,poll,team,rank
2024,6,AP Top 25,Miami,8
2024,6,AP Top 25,Boise State,21
2024,6,AP Top 25,UNLV,25
2024,5,AP Top 25,Oklahoma State,20
2024,5,AP Top 25,Kansas State,23
2024,5,AP Top 25,Iowa State,18
2024,5,AP Top 25,BYU,22
2024,5,AP Top 25,Utah,10
2024,5,AP Top 25,USC,13
2024,5,AP Top 25,Michigan,12
2024,5,AP Top 25,Ohio State,3
2024,5,AP Top 25,Penn State,9
2024,5,AP Top 25,Illinois,19
2024,5,AP Top 25,Oregon,8
2024,5,AP Top 25,Georgia,2
2024,5,AP Top 25,LSU,14
2024,5,AP Top 25,Missouri,11
2024,5,AP Top 25,Ole Miss,6
2024,5,AP Top 25,Oklahoma,21
2024,5,AP Top 25,Texas A&M,24
2024,5,AP Top 25,Texas,1
2024,5,AP Top 25,Alabama,4
2024,5,AP Top 25,Tennessee,5
2024,5,AP Top 25,Notre Dame,16
2024,5,AP Top 25,Louisville,15
2024,5,AP Top 25,Clemson,17
2024,5,AP Top 25,Miami,7
2024,5,AP Top 25,Boise State,25
2024,4,AP Top 25,Oklahoma State,14
2024,4,AP Top 25,Kansas State,13
2024,4,AP Top 25,Iowa State,20
2024,4,AP Top 25,Utah,12
2024,4,AP Top 25,USC,11
2024,4,AP Top 25,Michigan,18
2024,4,AP Top 25,Nebraska,22
2024,4,AP Top 25,Ohio State,3
2024,4,AP Top 25,Penn State,10
2024,4,AP Top 25,Illinois,24
2024,4,AP Top 25,Oregon,9
2024,4,AP Top 25,Georgia,2
2024,4,AP Top 25,LSU,16
2024,4,AP Top 25,Missouri,7
2024,4,AP Top 25,Ole Miss,5
2024,4,AP Top 25,Oklahoma,15
2024,4,AP Top 25,Texas A&M,25
2024,4,AP Top 25,Texas,1
2024,4,AP Top 25,Alabama,4
2024,4,AP Top 25,Tennessee,6
2024,4,AP Top 25,Northern Illinois,23
2024,4,AP Top 25,Notre Dame,17
2024,4,AP Top 25,Louisville,19
2024,4,AP Top 25,Clemson,21
2024,4,AP Top 25,Miami,8
2024,2,AP Top 25,Oklahoma State,16
2024,2,AP Top 25,Kansas State,17
2024,2,AP Top 25,Kansas,19
2024,2,AP Top 25,Arizona,20
2024,2,AP Top 25,Utah,11
2024,2,AP Top 25,USC,13
2024,2,AP Top 25,Michigan,10
2024,2,AP Top 25,Ohio State,2
2024,2,AP Top 25,Penn State,8
2024,2,AP Top 25,Iowa,21
2024,2,AP Top 25,Oregon,7
2024,2,AP Top 25,Georgia,1
2024,2,AP Top 25,LSU,18
2024,2,AP Top 25,Missouri,9
2024,2,AP Top 25,Ole Miss,6
2024,2,AP Top 25,Oklahoma,15
2024,2,AP Top 25,Texas,3
2024,2,AP Top 25,Alabama,4
2024,2,AP Top 25,Tennessee,14
2024,2,AP Top 25,Notre Dame,5
2024,2,AP Top 25,Georgia Tech,23
2024,2,AP Top 25,Louisville,22
2024,2,AP Top 25,NC State,24
2024,2,AP Top 25,Clemson,25
2024,2,AP Top 25,Miami,12
2024,15,AP Top 25,Iowa State,16
2024,15,AP Top 25,BYU,17
2024,15,AP Top 25,Army,24
2024,15,AP Top 25,SMU,8
2024,15,AP Top 25,Arizona State,12
2024,15,AP Top 25,Colorado,20
2024,15,AP Top 25,Indiana,9
2024,15,AP Top 25,Ohio State,7
2024,15,AP Top 25,Penn State,3
2024,15,AP Top 25,Illinois,21
2024,15,AP Top 25,Oregon,1
2024,15,AP Top 25,Georgia,5
2024,15,AP Top 25,Missouri,22
2024,15,AP Top 25,Ole Miss,15
2024,15,AP Top 25,Texas,2
2024,15,AP Top 25,Alabama,11
2024,15,AP Top 25,South Carolina,13
2024,15,AP Top 25,Tennessee,6
2024,15,AP Top 25,Notre Dame,4
2024,15,AP Top 25,Memphis,25
2024,15,AP Top 25,Syracuse,23
2024,15,AP Top 25,Clemson,18
2024,15,AP Top 25,Miami,14
2024,15,AP Top 25,Boise State,10
2024,15,AP Top 25,UNLV,19
2024,15,Playoff Committee Rankings,Iowa State,16
2024,15,Playoff Committee Rankings,BYU,18
2024,15,Playoff Committee Rankings,Army,24
2024,15,Playoff Committee Rankings,SMU,8
2024,15,Playoff Committee Rankings,Arizona State,15
2024,15,Playoff Committee Rankings,Colorado,23
2024,15,Playoff Committee Rankings,Indiana,9
2024,15,Playoff Committee Rankings,Ohio State,6
2024,15,Playoff Committee Rankings,Penn State,3
2024,15,Playoff Committee Rankings,Illinois,21
2024,15,Playoff Committee Rankings,Oregon,1
2024,15,Playoff Committee Rankings,Georgia,5
2024,15,Playoff Committee Rankings,Missouri,19
2024,15,Playoff Committee Rankings,Ole Miss,13
2024,15,Playoff Committee Rankings,Texas,2
2024,15,Playoff Committee Rankings,Alabama,11
2024,15,Playoff Committee Rankings,South Carolina,14
2024,15,Playoff Committee Rankings,Tennessee,7
2024,15,Playoff Committee Rankings,Notre Dame,4
2024,15,Playoff Committee Rankings,Memphis,25
2024,15,Playoff Committee Rankings,Syracuse,22
2024,15,Playoff Committee Rankings,Clemson,17
2024,15,Playoff Committee Rankings,Miami,12
2024,15,Playoff Committee Rankings,Boise State,10
2024,15,Playoff Committee Rankings,UNLV,20
2024,16,AP Top 25,Iowa State,18
2024,16,AP Top 25,BYU,17
2024,16,AP Top 25,Army,19
2024,16,AP Top 25,SMU,12
2024,16,AP Top 25,Arizona State,10
2024,16,AP Top 25,Colorado,20
2024,16,AP Top 25,Indiana,9
2024,16,AP Top 25,Ohio State,6
2024,16,AP Top 25,Penn State,5
2024,16,AP Top 25,Illinois,21
2024,16,AP Top 25,Oregon,1
2024,16,AP Top 25,Georgia,2
2024,16,AP Top 25,Missouri,23
2024,16,AP Top 25,Ole Miss,16
2024,16,AP Top 25,Texas,4
2024,16,AP Top 25,Alabama,11
2024,16,AP Top 25,South Carolina,14
2024,16,AP Top 25,Tennessee,7
2024,16,AP Top 25,Notre Dame,3
2024,16,AP Top 25,Memphis,25
2024,16,AP Top 25,Syracuse,22
2024,16,AP Top 25,Clemson,13
2024,16,AP Top 25,Miami,15
2024,16,AP Top 25,Boise State,8
2024,16,AP Top 25,UNLV,24
2024,16,Playoff Committee Rankings,Iowa State,18
2024,16,Playoff Committee Rankings,BYU,17
2024,16,Playoff Committee Rankings,Army,22
2024,16,Playoff Committee Rankings,SMU,10
2024,16,Playoff Committee Rankings,Arizona State,12
2024,16,Playoff Committee Rankings,Colorado,23
2024,16,Playoff Committee Rankings,Indiana,8
2024,16,Playoff Committee Rankings,Ohio State,6
2024,16,Playoff Committee Rankings,Penn State,4
2024,16,Playoff Committee Rankings,Illinois,20
2024,16,Playoff Committee Rankings,Oregon,1
2024,16,Playoff Committee Rankings,Georgia,2
2024,16,Playoff Committee Rankings,Missouri,19
2024,16,Playoff Committee Rankings,Ole Miss,14
2024,16,Playoff Committee Rankings,Texas,3
2024,16,Playoff Committee Rankings,Alabama,11
2024,16,Playoff Committee Rankings,South Carolina,15
2024,16,Playoff Committee Rankings,Tennessee,7
2024,16,Playoff Committee Rankings,Notre Dame,5
2024,16,Playoff Committee Rankings,Memphis,25
2024,16,Playoff Committee Rankings,Syracuse,21
2024,16,Playoff Committee Rankings,Clemson,16
2024,16,Playoff Committee Rankings,Miami,13
2024,16,Playoff Committee Rankings,Boise State,9
2024,16,Playoff Committee Rankings,UNLV,24
