season,week,poll,team,rank
2017,13,Playoff Committee Rankings,Auburn,6
2017,13,Playoff Committee Rankings,LSU,18
2017,13,Playoff Committee Rankings,Alabama,1
2017,13,Playoff Committee Rankings,Mississippi State,14
2017,13,Playoff Committee Rankings,Ohio State,9
2017,13,Playoff Committee Rankings,Michigan State,16
2017,13,Playoff Committee Rankings,Penn State,10
2017,13,Playoff Committee Rankings,Wisconsin,5
2017,13,Playoff Committee Rankings,Northwestern,22
2017,13,Playoff Committee Rankings,Oklahoma,4
2017,13,Playoff Committee Rankings,Notre Dame,8
2017,13,Playoff Committee Rankings,UCF,15
2017,13,Playoff Committee Rankings,Memphis,20
2017,13,Playoff Committee Rankings,Clemson,3
2017,13,Playoff Committee Rankings,Virginia Tech,25
2017,13,Playoff Committee Rankings,Miami,2
2017,13,Playoff Committee Rankings,Boise State,23
2017,12,AP Top 25,Georgia,7
2017,12,AP Top 25,Oklahoma State,10
2017,12,AP Top 25,TCU,11
2017,12,AP Top 25,West Virginia,24
2017,12,AP Top 25,Stanford,20
2017,12,AP Top 25,Washington,16
2017,12,AP Top 25,Washington State,15
2017,12,AP Top 25,USC,12
2017,12,AP Top 25,Auburn,6
2017,12,AP Top 25,LSU,21
2017,12,AP Top 25,Alabama,1
2017,12,AP Top 25,Mississippi State,17
2017,12,AP Top 25,Ohio State,8
2017,12,AP Top 25,Michigan State,22
2017,12,AP Top 25,Michigan,19
2017,12,AP Top 25,Penn State,13
2017,12,AP Top 25,Wisconsin,5
2017,12,AP Top 25,Oklahoma,3
2017,12,AP Top 25,Notre Dame,9
2017,12,AP Top 25,South Florida,23
2017,12,AP Top 25,UCF,14
2017,12,AP Top 25,Memphis,18
2017,12,AP Top 25,Clemson,4
2017,12,AP Top 25,NC State,25
2017,12,AP Top 25,Miami,2
2017,12,Playoff Committee Rankings,Georgia,7
2017,12,Playoff Committee Rankings,Oklahoma State,13
2017,12,Playoff Committee Rankings,TCU,12
2017,12,Playoff Committee Rankings,Stanford,22
2017,12,Playoff Committee Rankings,Washington,18
2017,12,Playoff Committee Rankings,Washington State,14
2017,12,Playoff Committee Rankings,USC,11
2017,12,Playoff Committee Rankings,Auburn,6
2017,12,Playoff Committee Rankings,LSU,20
2017,12,Playoff Committee Rankings,Alabama,1
2017,12,Playoff Committee Rankings,Mississippi State,16
2017,12,Playoff Committee Rankings,Ohio State,9
2017,12,Playoff Committee Rankings,Michigan State,17
2017,12,Playoff Committee Rankings,Michigan,24
2017,12,Playoff Committee Rankings,Penn State,10
2017,12,Playoff Committee Rankings,Wisconsin,5
2017,12,Playoff Committee Rankings,Northwestern,23
2017,12,Playoff Committee Rankings,Oklahoma,4
2017,12,Playoff Committee Rankings,Notre Dame,8
2017,12,Playoff Committee Rankings,UCF,15
2017,12,Playoff Committee Rankings,Memphis,21
2017,12,Playoff Committee Rankings,Clemson,2
2017,12,Playoff Committee Rankings,NC State,19
2017,12,Playoff Committee Rankings,Miami,3
2017,12,Playoff Committee Rankings,Boise State,25
2017,11,AP Top 25,Georgia,2
2017,11,AP Top 25,Oklahoma State,12
2017,11,AP Top 25,Iowa State,24
2017,11,AP Top 25,TCU,8
2017,11,AP Top 25,West Virginia,23
2017,11,AP Top 25,Washington,9
2017,11,AP Top 25,Washington State,19
2017,11,AP Top 25,USC,15
2017,11,AP Top 25,Auburn,10
2017,11,AP Top 25,Alabama,1
2017,11,AP Top 25,Mississippi State,18
2017,11,AP Top 25,Ohio State,11
2017,11,AP Top 25,Michigan State,13
2017,11,AP Top 25,Michigan,21
2017,11,AP Top 25,Penn State,16
2017,11,AP Top 25,Wisconsin,6
2017,11,AP Top 25,Iowa,25
2017,11,AP Top 25,Oklahoma,5
2017,11,AP Top 25,Notre Dame,3
2017,11,AP Top 25,South Florida,22
2017,11,AP Top 25,UCF,14
2017,11,AP Top 25,Memphis,20
2017,11,AP Top 25,Clemson,4
2017,11,AP Top 25,Virginia Tech,17
2017,11,AP Top 25,Miami,7
2017,11,Playoff Committee Rankings,Georgia,1
2017,11,Playoff Committee Rankings,Oklahoma State,15
2017,11,Playoff Committee Rankings,Iowa State,21
2017,11,Playoff Committee Rankings,TCU,6
2017,11,Playoff Committee Rankings,Washington,9
2017,11,Playoff Committee Rankings,Washington State,19
2017,11,Playoff Committee Rankings,USC,11
2017,11,Playoff Committee Rankings,Auburn,10
2017,11,Playoff Committee Rankings,LSU,24
2017,11,Playoff Committee Rankings,Alabama,2
2017,11,Playoff Committee Rankings,Mississippi State,16
2017,11,Playoff Committee Rankings,Ohio State,13
2017,11,Playoff Committee Rankings,Michigan State,12
2017,11,Playoff Committee Rankings,Penn State,14
2017,11,Playoff Committee Rankings,Wisconsin,8
2017,11,Playoff Committee Rankings,Iowa,20
2017,11,Playoff Committee Rankings,Northwestern,25
2017,11,Playoff Committee Rankings,Oklahoma,5
2017,11,Playoff Committee Rankings,Notre Dame,3
2017,11,Playoff Committee Rankings,UCF,18
2017,11,Playoff Committee Rankings,Memphis,22
2017,11,Playoff Committee Rankings,Clemson,4
2017,11,Playoff Committee Rankings,NC State,23
2017,11,Playoff Committee Rankings,Virginia Tech,17
2017,11,Playoff Committee Rankings,Miami,7
2017,10,AP Top 25,Georgia,2
2017,10,AP Top 25,Oklahoma State,11
2017,10,AP Top 25,Iowa State,14
2017,10,AP Top 25,TCU,10
2017,10,AP Top 25,Stanford,18
2017,10,AP Top 25,Washington,12
2017,10,AP Top 25,Washington State,25
2017,10,AP Top 25,USC,17
2017,10,AP Top 25,Auburn,16
2017,10,AP Top 25,LSU,19
2017,10,AP Top 25,Arizona,23
2017,10,AP Top 25,Alabama,1
2017,10,AP Top 25,Mississippi State,21
2017,10,AP Top 25,Ohio State,3
2017,10,AP Top 25,Michigan State,24
2017,10,AP Top 25,Penn State,7
2017,10,AP Top 25,Wisconsin,4
2017,10,AP Top 25,Oklahoma,8
2017,10,AP Top 25,Notre Dame,5
2017,10,AP Top 25,UCF,15
2017,10,AP Top 25,Memphis,22
2017,10,AP Top 25,Clemson,6
2017,10,AP Top 25,NC State,20
2017,10,AP Top 25,Virginia Tech,13
2017,10,AP Top 25,Miami,9
2017,10,Playoff Committee Rankings,Georgia,1
2017,10,Playoff Committee Rankings,Oklahoma State,11
2017,10,Playoff Committee Rankings,Iowa State,15
2017,10,Playoff Committee Rankings,TCU,8
2017,10,Playoff Committee Rankings,Stanford,21
2017,10,Playoff Committee Rankings,Washington,12
2017,10,Playoff Committee Rankings,Washington State,25
2017,10,Playoff Committee Rankings,USC,17
2017,10,Playoff Committee Rankings,Auburn,14
2017,10,Playoff Committee Rankings,LSU,19
2017,10,Playoff Committee Rankings,Arizona,22
2017,10,Playoff Committee Rankings,Alabama,2
2017,10,Playoff Committee Rankings,Mississippi State,16
2017,10,Playoff Committee Rankings,Ohio State,6
2017,10,Playoff Committee Rankings,Michigan State,24
2017,10,Playoff Committee Rankings,Penn State,7
2017,10,Playoff Committee Rankings,Wisconsin,9
2017,10,Playoff Committee Rankings,Oklahoma,5
2017,10,Playoff Committee Rankings,Notre Dame,3
2017,10,Playoff Committee Rankings,UCF,18
2017,10,Playoff Committee Rankings,Memphis,23
2017,10,Playoff Committee Rankings,Clemson,4
2017,10,Playoff Committee Rankings,NC State,20
2017,10,Playoff Committee Rankings,Virginia Tech,13
2017,10,Playoff Committee Rankings,Miami,10
2017,9,AP Top 25,Georgia,3
2017,9,AP Top 25,Oklahoma State,11
2017,9,AP Top 25,Iowa State,25
2017,9,AP Top 25,TCU,4
2017,9,AP Top 25,West Virginia,22
2017,9,AP Top 25,Stanford,20
2017,9,AP Top 25,Washington,12
2017,9,AP Top 25,Washington State,15
2017,9,AP Top 25,USC,21
2017,9,AP Top 25,Auburn,19
2017,9,AP Top 25,LSU,23
2017,9,AP Top 25,Alabama,1
2017,9,AP Top 25,Ohio State,6
2017,9,AP Top 25,Michigan State,16
2017,9,AP Top 25,Penn State,2
2017,9,AP Top 25,Wisconsin,5
2017,9,AP Top 25,Oklahoma,10
2017,9,AP Top 25,Notre Dame,9
2017,9,AP Top 25,South Florida,17
2017,9,AP Top 25,UCF,18
2017,9,AP Top 25,Memphis,24
2017,9,AP Top 25,Clemson,7
2017,9,AP Top 25,NC State,14
2017,9,AP Top 25,Virginia Tech,13
2017,9,AP Top 25,Miami,8
2017,8,AP Top 25,Georgia,3
2017,8,AP Top 25,Oklahoma State,10
2017,8,AP Top 25,TCU,4
2017,8,AP Top 25,West Virginia,23
2017,8,AP Top 25,Stanford,22
2017,8,AP Top 25,Washington,12
2017,8,AP Top 25,Washington State,15
2017,8,AP Top 25,USC,11
2017,8,AP Top 25,Auburn,21
2017,8,AP Top 25,LSU,24
2017,8,AP Top 25,Alabama,1
2017,8,AP Top 25,Ohio State,6
2017,8,AP Top 25,Michigan State,18
2017,8,AP Top 25,Michigan,19
2017,8,AP Top 25,Penn State,2
2017,8,AP Top 25,Wisconsin,5
2017,8,AP Top 25,Oklahoma,9
2017,8,AP Top 25,Notre Dame,13
2017,8,AP Top 25,South Florida,16
2017,8,AP Top 25,UCF,20
2017,8,AP Top 25,Memphis,25
2017,8,AP Top 25,Clemson,7
2017,8,AP Top 25,NC State,16
2017,8,AP Top 25,Virginia Tech,14
2017,8,AP Top 25,Miami,8
2017,7,AP Top 25,Georgia,4
2017,7,AP Top 25,Oklahoma State,14
2017,7,AP Top 25,Texas Tech,24
2017,7,AP Top 25,TCU,6
2017,7,AP Top 25,Stanford,23
2017,7,AP Top 25,Washington,5
2017,7,AP Top 25,Washington State,8
2017,7,AP Top 25,USC,13
2017,7,AP Top 25,Auburn,10
2017,7,AP Top 25,Alabama,1
2017,7,AP Top 25,Ohio State,9
2017,7,AP Top 25,Michigan State,21
2017,7,AP Top 25,Michigan,17
2017,7,AP Top 25,Penn State,3
2017,7,AP Top 25,Wisconsin,7
2017,7,AP Top 25,Oklahoma,12
2017,7,AP Top 25,Notre Dame,16
2017,7,AP Top 25,South Florida,18
2017,7,AP Top 25,UCF,22
2017,7,AP Top 25,Navy,25
2017,7,AP Top 25,Clemson,2
2017,7,AP Top 25,NC State,20
2017,7,AP Top 25,Virginia Tech,15
2017,7,AP Top 25,Miami,11
2017,7,AP Top 25,San Diego State,19
2017,6,AP Top 25,Georgia,5
2017,6,AP Top 25,Florida,21
2017,6,AP Top 25,Oklahoma State,15
2017,6,AP Top 25,TCU,8
2017,6,AP Top 25,West Virginia,23
2017,6,AP Top 25,Washington,6
2017,6,AP Top 25,Washington State,11
2017,6,AP Top 25,USC,14
2017,6,AP Top 25,Auburn,12
2017,6,AP Top 25,Utah,20
2017,6,AP Top 25,Alabama,1
2017,6,AP Top 25,Ohio State,10
2017,6,AP Top 25,Michigan,7
2017,6,AP Top 25,Penn State,4
2017,6,AP Top 25,Wisconsin,9
2017,6,AP Top 25,Oklahoma,3
2017,6,AP Top 25,Notre Dame,21
2017,6,AP Top 25,South Florida,18
2017,6,AP Top 25,UCF,25
2017,6,AP Top 25,Clemson,2
2017,6,AP Top 25,NC State,24
2017,6,AP Top 25,Virginia Tech,16
2017,6,AP Top 25,Miami,13
2017,6,AP Top 25,Louisville,17
2017,6,AP Top 25,San Diego State,19
2017,5,AP Top 25,Georgia,7
2017,5,AP Top 25,Florida,21
2017,5,AP Top 25,Oklahoma State,15
2017,5,AP Top 25,TCU,9
2017,5,AP Top 25,West Virginia,23
2017,5,AP Top 25,Washington,6
2017,5,AP Top 25,Washington State,16
2017,5,AP Top 25,USC,5
2017,5,AP Top 25,Auburn,13
2017,5,AP Top 25,LSU,25
2017,5,AP Top 25,Utah,20
2017,5,AP Top 25,Alabama,1
2017,5,AP Top 25,Mississippi State,24
2017,5,AP Top 25,Ohio State,11
2017,5,AP Top 25,Michigan,8
2017,5,AP Top 25,Penn State,4
2017,5,AP Top 25,Wisconsin,10
2017,5,AP Top 25,Oklahoma,3
2017,5,AP Top 25,Notre Dame,22
2017,5,AP Top 25,South Florida,18
2017,5,AP Top 25,Clemson,2
2017,5,AP Top 25,Virginia Tech,12
2017,5,AP Top 25,Miami,14
2017,5,AP Top 25,Louisville,17
2017,5,AP Top 25,San Diego State,19
2017,4,AP Top 25,Georgia,11
2017,4,AP Top 25,Florida,20
2017,4,AP Top 25,Oklahoma State,6
2017,4,AP Top 25,TCU,16
2017,4,AP Top 25,Oregon,24
2017,4,AP Top 25,Washington,7
2017,4,AP Top 25,Washington State,18
2017,4,AP Top 25,USC,5
2017,4,AP Top 25,Auburn,15
2017,4,AP Top 25,LSU,25
2017,4,AP Top 25,Utah,23
2017,4,AP Top 25,Alabama,1
2017,4,AP Top 25,Mississippi State,17
2017,4,AP Top 25,Ohio State,10
2017,4,AP Top 25,Michigan,8
2017,4,AP Top 25,Penn State,4
2017,4,AP Top 25,Wisconsin,9
2017,4,AP Top 25,Oklahoma,3
2017,4,AP Top 25,South Florida,21
2017,4,AP Top 25,Florida State,12
2017,4,AP Top 25,Clemson,2
2017,4,AP Top 25,Virginia Tech,13
2017,4,AP Top 25,Miami,14
2017,4,AP Top 25,Louisville,19
2017,4,AP Top 25,San Diego State,22
2017,3,AP Top 25,Georgia,13
2017,3,AP Top 25,Florida,24
2017,3,AP Top 25,Tennessee,23
2017,3,AP Top 25,Oklahoma State,9
2017,3,AP Top 25,Kansas State,18
2017,3,AP Top 25,TCU,20
2017,3,AP Top 25,Stanford,19
2017,3,AP Top 25,Washington,6
2017,3,AP Top 25,Washington State,21
2017,3,AP Top 25,USC,4
2017,3,AP Top 25,Auburn,15
2017,3,AP Top 25,LSU,12
2017,3,AP Top 25,UCLA,25
2017,3,AP Top 25,Alabama,1
2017,3,AP Top 25,Ohio State,8
2017,3,AP Top 25,Michigan,7
2017,3,AP Top 25,Penn State,5
2017,3,AP Top 25,Wisconsin,10
2017,3,AP Top 25,Oklahoma,2
2017,3,AP Top 25,South Florida,22
2017,3,AP Top 25,Florida State,11
2017,3,AP Top 25,Clemson,3
2017,3,AP Top 25,Virginia Tech,16
2017,3,AP Top 25,Miami,17
2017,3,AP Top 25,Louisville,14
2017,2,AP Top 25,Georgia,15
2017,2,AP Top 25,Florida,22
2017,2,AP Top 25,Tennessee,25
2017,2,AP Top 25,Oklahoma State,11
2017,2,AP Top 25,Kansas State,19
2017,2,AP Top 25,TCU,23
2017,2,AP Top 25,Stanford,14
2017,2,AP Top 25,Washington,7
2017,2,AP Top 25,Washington State,20
2017,2,AP Top 25,USC,6
2017,2,AP Top 25,Auburn,13
2017,2,AP Top 25,LSU,12
2017,2,AP Top 25,Alabama,1
2017,2,AP Top 25,Ohio State,2
2017,2,AP Top 25,Michigan,8
2017,2,AP Top 25,Penn State,4
2017,2,AP Top 25,Wisconsin,9
2017,2,AP Top 25,Oklahoma,5
2017,2,AP Top 25,Notre Dame,24
2017,2,AP Top 25,South Florida,21
2017,2,AP Top 25,Florida State,10
2017,2,AP Top 25,Clemson,3
2017,2,AP Top 25,Virginia Tech,18
2017,2,AP Top 25,Miami,16
2017,2,AP Top 25,Louisville,17
2017,1,AP Top 25,Georgia,15
2017,1,AP Top 25,Florida,17
2017,1,AP Top 25,Tennessee,25
2017,1,AP Top 25,Oklahoma State,10
2017,1,AP Top 25,Kansas State,20
2017,1,AP Top 25,West Virginia,22
2017,1,AP Top 25,Stanford,14
2017,1,AP Top 25,Washington,8
2017,1,AP Top 25,Washington State,24
2017,1,AP Top 25,USC,4
2017,1,AP Top 25,Auburn,12
2017,1,AP Top 25,LSU,13
2017,1,AP Top 25,Alabama,1
2017,1,AP Top 25,Ohio State,2
2017,1,AP Top 25,Michigan,11
2017,1,AP Top 25,Penn State,6
2017,1,AP Top 25,Wisconsin,9
2017,1,AP Top 25,Texas,23
2017,1,AP Top 25,Oklahoma,7
2017,1,AP Top 25,South Florida,19
2017,1,AP Top 25,Florida State,3
2017,1,AP Top 25,Clemson,5
2017,1,AP Top 25,Virginia Tech,21
2017,1,AP Top 25,Miami,18
2017,1,AP Top 25,Louisville,16
