season,week,poll,team,rank
2016,2,AP Top 25,Ole Miss,19
2016,2,AP Top 25,Texas A&M,20
2016,2,AP Top 25,Ohio State,4
2016,2,AP Top 25,Michigan State,12
2016,2,AP Top 25,Michigan,5
2016,2,AP Top 25,Wisconsin,10
2016,2,AP Top 25,Iowa,16
2016,2,AP Top 25,Texas,11
2016,2,AP Top 25,Oklahoma,14
2016,2,AP Top 25,Notre Dame,18
2016,2,AP Top 25,Houston,6
2016,2,AP Top 25,Florida State,3
2016,2,AP Top 25,Clemson,2
2016,2,AP Top 25,Miami,25
2016,2,AP Top 25,Louisville,13
2016,1,AP Top 25,Georgia,18
2016,1,AP Top 25,Florida,25
2016,1,AP Top 25,Tennessee,9
2016,1,AP Top 25,Oklahoma State,21
2016,1,AP Top 25,Baylor,23
2016,1,AP Top 25,TCU,13
2016,1,AP Top 25,Oregon,24
2016,1,AP Top 25,Stanford,8
2016,1,AP Top 25,Washington,14
2016,1,AP Top 25,USC,20
2016,1,AP Top 25,LSU,5
2016,1,AP Top 25,UCLA,16
2016,1,AP Top 25,Alabama,1
2016,1,AP Top 25,Ole Miss,11
2016,1,AP Top 25,Ohio State,6
2016,1,AP Top 25,Michigan State,12
2016,1,AP Top 25,Michigan,7
2016,1,AP Top 25,Iowa,17
2016,1,AP Top 25,Oklahoma,3
2016,1,AP Top 25,Notre Dame,10
2016,1,AP Top 25,Houston,15
2016,1,AP Top 25,Florida State,4
2016,1,AP Top 25,Clemson,2
2016,1,AP Top 25,North Carolina,22
2016,1,AP Top 25,Louisville,19
2016,15,AP Top 25,Florida,20
2016,15,AP Top 25,Oklahoma State,13
2016,15,AP Top 25,West Virginia,14
2016,15,AP Top 25,Stanford,16
2016,15,AP Top 25,Washington,4
2016,15,AP Top 25,USC,9
2016,15,AP Top 25,Auburn,17
2016,15,AP Top 25,LSU,19
2016,15,AP Top 25,Colorado,11
2016,15,AP Top 25,Alabama,1
2016,15,AP Top 25,Western Michigan,12
2016,15,AP Top 25,Ohio State,2
2016,15,AP Top 25,Michigan,6
2016,15,AP Top 25,Penn State,5
2016,15,AP Top 25,Wisconsin,8
2016,15,AP Top 25,Nebraska,24
2016,15,AP Top 25,Iowa,21
2016,15,AP Top 25,Oklahoma,7
2016,15,AP Top 25,Temple,23
2016,15,AP Top 25,South Florida,25
2016,15,AP Top 25,Florida State,10
2016,15,AP Top 25,Clemson,3
2016,15,AP Top 25,Virginia Tech,18
2016,15,AP Top 25,Pittsburgh,22
2016,15,AP Top 25,Louisville,15
2016,15,Playoff Committee Rankings,Florida,17
2016,15,Playoff Committee Rankings,Tennessee,21
2016,15,Playoff Committee Rankings,Oklahoma State,12
2016,15,Playoff Committee Rankings,West Virginia,16
2016,15,Playoff Committee Rankings,Stanford,18
2016,15,Playoff Committee Rankings,Washington,4
2016,15,Playoff Committee Rankings,USC,9
2016,15,Playoff Committee Rankings,Auburn,14
2016,15,Playoff Committee Rankings,LSU,20
2016,15,Playoff Committee Rankings,Utah,19
2016,15,Playoff Committee Rankings,Colorado,10
2016,15,Playoff Committee Rankings,Alabama,1
2016,15,Playoff Committee Rankings,Western Michigan,15
2016,15,Playoff Committee Rankings,Ohio State,3
2016,15,Playoff Committee Rankings,Michigan,6
2016,15,Playoff Committee Rankings,Penn State,5
2016,15,Playoff Committee Rankings,Wisconsin,8
2016,15,Playoff Committee Rankings,Oklahoma,7
2016,15,Playoff Committee Rankings,Temple,24
2016,15,Playoff Committee Rankings,Navy,25
2016,15,Playoff Committee Rankings,Florida State,11
2016,15,Playoff Committee Rankings,Clemson,2
2016,15,Playoff Committee Rankings,Virginia Tech,22
2016,15,Playoff Committee Rankings,Pittsburgh,23
2016,15,Playoff Committee Rankings,Louisville,13
2016,14,AP Top 25,Florida,15
2016,14,AP Top 25,Oklahoma State,11
2016,14,AP Top 25,West Virginia,14
2016,14,AP Top 25,Stanford,17
2016,14,AP Top 25,Washington,4
2016,14,AP Top 25,USC,10
2016,14,AP Top 25,Auburn,18
2016,14,AP Top 25,LSU,21
2016,14,AP Top 25,Colorado,9
2016,14,AP Top 25,Alabama,1
2016,14,AP Top 25,Western Michigan,13
2016,14,AP Top 25,Ohio State,2
2016,14,AP Top 25,Michigan,5
2016,14,AP Top 25,Penn State,8
2016,14,AP Top 25,Wisconsin,6
2016,14,AP Top 25,Nebraska,23
2016,14,AP Top 25,Iowa,22
2016,14,AP Top 25,Oklahoma,7
2016,14,AP Top 25,South Florida,24
2016,14,AP Top 25,Navy,20
2016,14,AP Top 25,Florida State,12
2016,14,AP Top 25,Clemson,3
2016,14,AP Top 25,Virginia Tech,19
2016,14,AP Top 25,Pittsburgh,24
2016,14,AP Top 25,Louisville,16
2016,14,Playoff Committee Rankings,Florida,15
2016,14,Playoff Committee Rankings,Tennessee,22
2016,14,Playoff Committee Rankings,Oklahoma State,10
2016,14,Playoff Committee Rankings,West Virginia,16
2016,14,Playoff Committee Rankings,Stanford,18
2016,14,Playoff Committee Rankings,Washington,4
2016,14,Playoff Committee Rankings,USC,11
2016,14,Playoff Committee Rankings,Auburn,14
2016,14,Playoff Committee Rankings,LSU,21
2016,14,Playoff Committee Rankings,Utah,20
2016,14,Playoff Committee Rankings,Colorado,8
2016,14,Playoff Committee Rankings,Alabama,1
2016,14,Playoff Committee Rankings,Western Michigan,17
2016,14,Playoff Committee Rankings,Ohio State,2
2016,14,Playoff Committee Rankings,Michigan,5
2016,14,Playoff Committee Rankings,Penn State,7
2016,14,Playoff Committee Rankings,Wisconsin,6
2016,14,Playoff Committee Rankings,Oklahoma,9
2016,14,Playoff Committee Rankings,Houston,24
2016,14,Playoff Committee Rankings,Navy,19
2016,14,Playoff Committee Rankings,Florida State,12
2016,14,Playoff Committee Rankings,Clemson,3
2016,14,Playoff Committee Rankings,Virginia Tech,23
2016,14,Playoff Committee Rankings,Pittsburgh,25
2016,14,Playoff Committee Rankings,Louisville,13
2016,13,AP Top 25,Florida,13
2016,13,AP Top 25,Tennessee,24
2016,13,AP Top 25,Oklahoma State,10
2016,13,AP Top 25,West Virginia,19
2016,13,AP Top 25,Washington,6
2016,13,AP Top 25,Washington State,23
2016,13,AP Top 25,USC,12
2016,13,AP Top 25,Auburn,16
2016,13,AP Top 25,LSU,25
2016,13,AP Top 25,Utah,21
2016,13,AP Top 25,Colorado,9
2016,13,AP Top 25,Alabama,1
2016,13,AP Top 25,Western Michigan,14
2016,13,AP Top 25,Texas A&M,22
2016,13,AP Top 25,Ohio State,2
2016,13,AP Top 25,Michigan,3
2016,13,AP Top 25,Penn State,8
2016,13,AP Top 25,Wisconsin,5
2016,13,AP Top 25,Nebraska,17
2016,13,AP Top 25,Oklahoma,7
2016,13,AP Top 25,Houston,18
2016,13,AP Top 25,Florida State,15
2016,13,AP Top 25,Clemson,4
2016,13,AP Top 25,Louisville,11
2016,13,AP Top 25,Boise State,20
2016,13,Playoff Committee Rankings,Florida,15
2016,13,Playoff Committee Rankings,Tennessee,17
2016,13,Playoff Committee Rankings,Oklahoma State,10
2016,13,Playoff Committee Rankings,West Virginia,18
2016,13,Playoff Committee Rankings,Stanford,24
2016,13,Playoff Committee Rankings,Washington,5
2016,13,Playoff Committee Rankings,Washington State,23
2016,13,Playoff Committee Rankings,USC,12
2016,13,Playoff Committee Rankings,Auburn,13
2016,13,Playoff Committee Rankings,Utah,22
2016,13,Playoff Committee Rankings,Colorado,9
2016,13,Playoff Committee Rankings,Alabama,1
2016,13,Playoff Committee Rankings,Western Michigan,21
2016,13,Playoff Committee Rankings,Ohio State,2
2016,13,Playoff Committee Rankings,Michigan,3
2016,13,Playoff Committee Rankings,Penn State,7
2016,13,Playoff Committee Rankings,Wisconsin,6
2016,13,Playoff Committee Rankings,Nebraska,16
2016,13,Playoff Committee Rankings,Oklahoma,8
2016,13,Playoff Committee Rankings,Houston,20
2016,13,Playoff Committee Rankings,Navy,25
2016,13,Playoff Committee Rankings,Florida State,14
2016,13,Playoff Committee Rankings,Clemson,4
2016,13,Playoff Committee Rankings,Louisville,11
2016,13,Playoff Committee Rankings,Boise State,19
2016,12,AP Top 25,Florida,21
2016,12,AP Top 25,Oklahoma State,13
2016,12,AP Top 25,West Virginia,10
2016,12,AP Top 25,Washington,7
2016,12,AP Top 25,Washington State,20
2016,12,AP Top 25,USC,15
2016,12,AP Top 25,Auburn,18
2016,12,AP Top 25,LSU,16
2016,12,AP Top 25,Utah,11
2016,12,AP Top 25,Colorado,12
2016,12,AP Top 25,Alabama,1
2016,12,AP Top 25,Western Michigan,14
2016,12,AP Top 25,Texas A&M,23
2016,12,AP Top 25,Ohio State,2
2016,12,AP Top 25,Michigan,4
2016,12,AP Top 25,Penn State,9
2016,12,AP Top 25,Wisconsin,6
2016,12,AP Top 25,Nebraska,19
2016,12,AP Top 25,Oklahoma,8
2016,12,AP Top 25,Troy,25
2016,12,AP Top 25,Florida State,17
2016,12,AP Top 25,Clemson,5
2016,12,AP Top 25,Louisville,3
2016,12,AP Top 25,Boise State,22
2016,12,AP Top 25,San Diego State,24
2016,12,Playoff Committee Rankings,Florida,23
2016,12,Playoff Committee Rankings,Tennessee,19
2016,12,Playoff Committee Rankings,Oklahoma State,11
2016,12,Playoff Committee Rankings,West Virginia,14
2016,12,Playoff Committee Rankings,Stanford,24
2016,12,Playoff Committee Rankings,Washington,6
2016,12,Playoff Committee Rankings,Washington State,22
2016,12,Playoff Committee Rankings,USC,13
2016,12,Playoff Committee Rankings,Auburn,15
2016,12,Playoff Committee Rankings,LSU,16
2016,12,Playoff Committee Rankings,Utah,12
2016,12,Playoff Committee Rankings,Colorado,10
2016,12,Playoff Committee Rankings,Alabama,1
2016,12,Playoff Committee Rankings,Western Michigan,21
2016,12,Playoff Committee Rankings,Texas A&M,25
2016,12,Playoff Committee Rankings,Ohio State,2
2016,12,Playoff Committee Rankings,Michigan,3
2016,12,Playoff Committee Rankings,Penn State,8
2016,12,Playoff Committee Rankings,Wisconsin,7
2016,12,Playoff Committee Rankings,Nebraska,18
2016,12,Playoff Committee Rankings,Oklahoma,9
2016,12,Playoff Committee Rankings,Florida State,17
2016,12,Playoff Committee Rankings,Clemson,4
2016,12,Playoff Committee Rankings,Louisville,5
2016,12,Playoff Committee Rankings,Boise State,20
2016,11,AP Top 25,Florida,22
2016,11,AP Top 25,Oklahoma State,17
2016,11,AP Top 25,Baylor,25
2016,11,AP Top 25,West Virginia,11
2016,11,AP Top 25,Washington,4
2016,11,AP Top 25,Washington State,23
2016,11,AP Top 25,Auburn,8
2016,11,AP Top 25,LSU,19
2016,11,AP Top 25,Utah,13
2016,11,AP Top 25,Colorado,16
2016,11,AP Top 25,Alabama,1
2016,11,AP Top 25,Western Michigan,14
2016,11,AP Top 25,Texas A&M,10
2016,11,AP Top 25,Ohio State,6
2016,11,AP Top 25,Michigan,2
2016,11,AP Top 25,Penn State,12
2016,11,AP Top 25,Wisconsin,7
2016,11,AP Top 25,Nebraska,21
2016,11,AP Top 25,Oklahoma,9
2016,11,AP Top 25,Florida State,20
2016,11,AP Top 25,Clemson,3
2016,11,AP Top 25,Virginia Tech,18
2016,11,AP Top 25,North Carolina,15
2016,11,AP Top 25,Louisville,5
2016,11,AP Top 25,Boise State,24
2016,11,Playoff Committee Rankings,Oklahoma State,13
2016,11,Playoff Committee Rankings,West Virginia,16
2016,11,Playoff Committee Rankings,Washington,4
2016,11,Playoff Committee Rankings,Washington State,23
2016,11,Playoff Committee Rankings,USC,20
2016,11,Playoff Committee Rankings,Auburn,9
2016,11,Playoff Committee Rankings,LSU,24
2016,11,Playoff Committee Rankings,Utah,15
2016,11,Playoff Committee Rankings,Colorado,12
2016,11,Playoff Committee Rankings,Alabama,1
2016,11,Playoff Committee Rankings,Arkansas,25
2016,11,Playoff Committee Rankings,Western Michigan,21
2016,11,Playoff Committee Rankings,Texas A&M,8
2016,11,Playoff Committee Rankings,Ohio State,5
2016,11,Playoff Committee Rankings,Michigan,3
2016,11,Playoff Committee Rankings,Penn State,10
2016,11,Playoff Committee Rankings,Wisconsin,7
2016,11,Playoff Committee Rankings,Nebraska,19
2016,11,Playoff Committee Rankings,Oklahoma,11
2016,11,Playoff Committee Rankings,Florida State,18
2016,11,Playoff Committee Rankings,Clemson,2
2016,11,Playoff Committee Rankings,Virginia Tech,14
2016,11,Playoff Committee Rankings,North Carolina,17
2016,11,Playoff Committee Rankings,Louisville,6
2016,11,Playoff Committee Rankings,Boise State,22
2016,10,AP Top 25,Florida,10
2016,10,AP Top 25,Oklahoma State,22
2016,10,AP Top 25,Baylor,13
2016,10,AP Top 25,West Virginia,14
2016,10,AP Top 25,Washington,4
2016,10,AP Top 25,Washington State,25
2016,10,AP Top 25,Auburn,11
2016,10,AP Top 25,LSU,15
2016,10,AP Top 25,Utah,16
2016,10,AP Top 25,Colorado,21
2016,10,AP Top 25,Alabama,1
2016,10,AP Top 25,Western Michigan,17
2016,10,AP Top 25,Texas A&M,7
2016,10,AP Top 25,Ohio State,6
2016,10,AP Top 25,Michigan,2
2016,10,AP Top 25,Penn State,20
2016,10,AP Top 25,Wisconsin,8
2016,10,AP Top 25,Nebraska,9
2016,10,AP Top 25,Oklahoma,12
2016,10,AP Top 25,Florida State,19
2016,10,AP Top 25,Clemson,3
2016,10,AP Top 25,Virginia Tech,23
2016,10,AP Top 25,North Carolina,18
2016,10,AP Top 25,Louisville,5
2016,10,AP Top 25,Boise State,24
2016,10,Playoff Committee Rankings,Florida,11
2016,10,Playoff Committee Rankings,Oklahoma State,18
2016,10,Playoff Committee Rankings,Baylor,17
2016,10,Playoff Committee Rankings,West Virginia,20
2016,10,Playoff Committee Rankings,Washington,5
2016,10,Playoff Committee Rankings,Washington State,25
2016,10,Playoff Committee Rankings,Auburn,9
2016,10,Playoff Committee Rankings,LSU,13
2016,10,Playoff Committee Rankings,Utah,16
2016,10,Playoff Committee Rankings,Colorado,15
2016,10,Playoff Committee Rankings,Alabama,1
2016,10,Playoff Committee Rankings,Western Michigan,23
2016,10,Playoff Committee Rankings,Texas A&M,4
2016,10,Playoff Committee Rankings,Ohio State,6
2016,10,Playoff Committee Rankings,Michigan,3
2016,10,Playoff Committee Rankings,Penn State,12
2016,10,Playoff Committee Rankings,Wisconsin,8
2016,10,Playoff Committee Rankings,Nebraska,10
2016,10,Playoff Committee Rankings,Oklahoma,14
2016,10,Playoff Committee Rankings,Florida State,22
2016,10,Playoff Committee Rankings,Clemson,2
2016,10,Playoff Committee Rankings,Virginia Tech,19
2016,10,Playoff Committee Rankings,North Carolina,21
2016,10,Playoff Committee Rankings,Louisville,7
2016,10,Playoff Committee Rankings,Boise State,24
2016,9,AP Top 25,Florida,14
2016,9,AP Top 25,Tennessee,18
2016,9,AP Top 25,Baylor,8
2016,9,AP Top 25,West Virginia,10
2016,9,AP Top 25,Washington,4
2016,9,AP Top 25,Auburn,15
2016,9,AP Top 25,LSU,19
2016,9,AP Top 25,Utah,17
2016,9,AP Top 25,Colorado,23
2016,9,AP Top 25,Alabama,1
2016,9,AP Top 25,Western Michigan,20
2016,9,AP Top 25,Texas A&M,9
2016,9,AP Top 25,Ohio State,6
2016,9,AP Top 25,Michigan,2
2016,9,AP Top 25,Penn State,24
2016,9,AP Top 25,Wisconsin,11
2016,9,AP Top 25,Nebraska,7
2016,9,AP Top 25,Oklahoma,16
2016,9,AP Top 25,Navy,22
2016,9,AP Top 25,Florida State,12
2016,9,AP Top 25,Clemson,3
2016,9,AP Top 25,Virginia Tech,25
2016,9,AP Top 25,North Carolina,21
2016,9,AP Top 25,Louisville,5
2016,9,AP Top 25,Boise State,13
2016,8,AP Top 25,Florida,15
2016,8,AP Top 25,Tennessee,18
2016,8,AP Top 25,Baylor,9
2016,8,AP Top 25,West Virginia,12
2016,8,AP Top 25,Washington,5
2016,8,AP Top 25,Auburn,21
2016,8,AP Top 25,LSU,25
2016,8,AP Top 25,Utah,19
2016,8,AP Top 25,Alabama,1
2016,8,AP Top 25,Ole Miss,23
2016,8,AP Top 25,Arkansas,17
2016,8,AP Top 25,Western Michigan,20
2016,8,AP Top 25,Texas A&M,6
2016,8,AP Top 25,Ohio State,2
2016,8,AP Top 25,Michigan,3
2016,8,AP Top 25,Wisconsin,10
2016,8,AP Top 25,Nebraska,8
2016,8,AP Top 25,Oklahoma,16
2016,8,AP Top 25,Houston,11
2016,8,AP Top 25,Navy,24
2016,8,AP Top 25,Florida State,13
2016,8,AP Top 25,Clemson,4
2016,8,AP Top 25,North Carolina,22
2016,8,AP Top 25,Louisville,7
2016,8,AP Top 25,Boise State,14
2016,7,AP Top 25,Florida,18
2016,7,AP Top 25,Tennessee,9
2016,7,AP Top 25,Baylor,11
2016,7,AP Top 25,West Virginia,20
2016,7,AP Top 25,Washington,5
2016,7,AP Top 25,Auburn,23
2016,7,AP Top 25,Utah,21
2016,7,AP Top 25,Alabama,1
2016,7,AP Top 25,Ole Miss,12
2016,7,AP Top 25,Arkansas,22
2016,7,AP Top 25,Western Michigan,24
2016,7,AP Top 25,Texas A&M,6
2016,7,AP Top 25,Ohio State,2
2016,7,AP Top 25,Michigan,4
2016,7,AP Top 25,Wisconsin,8
2016,7,AP Top 25,Nebraska,10
2016,7,AP Top 25,Oklahoma,19
2016,7,AP Top 25,Houston,13
2016,7,AP Top 25,Navy,25
2016,7,AP Top 25,Florida State,14
2016,7,AP Top 25,Clemson,3
2016,7,AP Top 25,Virginia Tech,17
2016,7,AP Top 25,Miami,16
2016,7,AP Top 25,Louisville,7
2016,7,AP Top 25,Boise State,15
2016,6,AP Top 25,Florida,18
2016,6,AP Top 25,Tennessee,9
2016,6,AP Top 25,Baylor,13
2016,6,AP Top 25,West Virginia,22
2016,6,AP Top 25,Stanford,15
2016,6,AP Top 25,Washington,5
2016,6,AP Top 25,Utah,24
2016,6,AP Top 25,Colorado,21
2016,6,AP Top 25,Alabama,1
2016,6,AP Top 25,Ole Miss,14
2016,6,AP Top 25,Arkansas,16
2016,6,AP Top 25,Texas A&M,8
2016,6,AP Top 25,Ohio State,2
2016,6,AP Top 25,Michigan,4
2016,6,AP Top 25,Wisconsin,11
2016,6,AP Top 25,Nebraska,12
2016,6,AP Top 25,Oklahoma,20
2016,6,AP Top 25,Houston,6
2016,6,AP Top 25,Florida State,23
2016,6,AP Top 25,Clemson,3
2016,6,AP Top 25,Virginia Tech,25
2016,6,AP Top 25,Miami,10
2016,6,AP Top 25,North Carolina,17
2016,6,AP Top 25,Louisville,7
2016,6,AP Top 25,Boise State,19
