season,team,sp_overall,sp_offense,sp_defense,sp_st
2025,Kansas State,7.0,31.3,25.0,0.7
2025,San Diego State,6.7,24.4,19.6,1.8
2025,Duke,6.6,34.8,29.2,1.1
2025,Tulane,6.3,32.4,27.6,1.6
2025,Navy,6.2,33.6,27.9,0.5
2025,Nebraska,6.2,28.8,22.7,0.1
2025,Toledo,6.0,25.8,18.5,-1.3
2025,South Carolina,5.9,24.6,20.2,1.5
2025,Old Dominion,5.9,31.6,23.7,-2.0
2025,Northwestern,5.8,24.4,20.0,1.3
2025,Wake Forest,5.7,26.6,20.9,0.0
2025,UConn,5.1,32.0,28.5,1.6
2025,Arkansas,5.1,35.8,31.4,0.8
2025,NC State,4.8,31.4,25.5,-1.2
2025,Cincinnati,4.5,30.2,26.4,0.8
2025,UNLV,4.3,33.8,29.8,0.2
2025,Mississippi State,4.1,31.6,29.0,1.5
2025,Kansas,4.1,30.9,28.5,1.7
2025,Arizona State,3.9,28.3,22.7,-1.7
2025,Washington State,3.8,24.6,20.5,-0.3
2025,UTSA,3.7,33.3,30.0,0.4
2025,Florida,3.5,24.5,22.6,1.5
2025,Boise State,3.1,29.1,25.1,-0.8
2025,Texas State,2.3,36.6,34.6,0.4
2025,Fresno State,1.8,23.0,21.1,-0.1
2025,Kentucky,1.8,25.5,23.7,0.0
2025,Hawai'i,1.7,27.3,27.3,1.7
2025,Western Kentucky,1.6,28.8,28.6,1.4
2025,Minnesota,1.5,23.8,20.8,-1.6
2025,Baylor,1.4,32.8,33.3,1.9
2025,Rutgers,1.0,31.6,30.7,0.2
2025,New Mexico,0.9,25.4,26.1,1.6
2025,Army,0.8,24.7,24.1,0.3
2025,Maryland,0.6,24.4,24.7,0.9
2025,UCF,-1.2,23.2,24.0,-0.5
2025,Louisiana Tech,-1.3,25.6,27.0,0.1
2025,Western Michigan,-1.4,21.7,21.8,-1.3
2025,Utah State,-3.1,29.5,31.2,-1.4
2025,Air Force,-3.2,28.3,31.7,0.2
2025,California,-3.2,25.6,27.9,-0.9
2025,Michigan State,-3.4,26.6,28.7,-1.3
2025,Miami (OH),-3.4,19.3,24.2,1.5
2025,Ohio,-4.0,23.2,25.2,-1.9
2025,Wisconsin,-4.4,17.4,20.9,-0.9
2025,Marshall,-4.5,29.6,34.8,0.7
2025,Troy,-4.8,23.6,29.0,0.7
2025,Temple,-5.1,27.1,33.2,1.0
2025,Kennesaw State,-5.4,26.4,30.2,-1.7
2025,Purdue,-6.1,21.9,29.9,1.8
2025,North Carolina,-6.6,17.2,25.0,1.2
2025,Jacksonville State,-6.7,27.2,32.4,-1.6
2025,West Virginia,-6.8,22.8,30.0,0.3
2025,Southern Miss,-7.1,27.0,32.8,-1.3
2025,Buffalo,-7.5,18.2,27.4,1.6
2025,Colorado,-8.3,22.6,29.5,-1.4
2025,Boston College,-8.5,23.3,33.1,1.3
2025,UCLA,-8.7,21.7,30.4,0.1
2025,Florida Atlantic,-8.7,27.8,38.1,1.5
2025,Arkansas State,-8.8,24.4,33.5,0.3
2025,Central Michigan,-8.8,17.6,25.7,-0.7
2025,Liberty,-9.0,24.6,32.8,-0.7
2025,Georgia Southern,-9.4,28.3,37.7,0.1
2025,Tulsa,-10.0,21.7,33.1,1.4
2025,Louisiana,-10.1,25.3,34.0,-1.4
2025,Virginia Tech,-10.1,21.4,30.8,-0.7
2025,Florida International,-10.5,26.1,35.8,-0.8
2025,Missouri State,-10.7,25.6,34.8,-1.5
2025,Delaware,-10.9,26.2,36.2,-0.9
2025,Wyoming,-11.3,15.3,24.7,-1.8
2025,App State,-11.4,23.0,35.2,0.9
2025,Stanford,-11.8,18.4,28.6,-1.7
2025,Bowling Green,-12.6,15.4,28.8,0.8
2025,South Alabama,-12.7,25.4,36.0,-2.0
2025,Syracuse,-13.1,18.8,33.0,1.1
2025,Nevada,-13.4,14.2,28.7,1.0
2025,Akron,-13.9,17.2,29.3,-1.9
2025,San José State,-14.3,21.6,34.4,-1.5
2025,Eastern Michigan,-14.7,19.4,34.1,0.1
2025,Rice,-14.8,17.7,33.9,1.3
2025,Oklahoma State,-15.1,15.2,31.6,1.3
2025,Coastal Carolina,-15.1,23.4,37.0,-1.4
2025,New Mexico State,-15.5,19.7,34.9,-0.3
2025,Colorado State,-15.6,17.6,32.9,-0.3
2025,UAB,-15.8,25.5,39.8,-1.5
2025,Oregon State,-15.9,17.0,30.8,-2.0
2025,Middle Tennessee,-16.0,20.4,37.0,0.5
2025,Northern Illinois,-16.7,12.0,28.1,-0.6
2025,UTEP,-17.5,20.2,36.3,-1.4
2025,Kent State,-19.3,17.0,34.9,-1.5
2025,UL Monroe,-21.6,16.1,35.7,-2.1
2025,Ball State,-23.0,13.4,34.4,-2.0
2025,Georgia State,-24.5,18.6,41.1,-2.0
2025,Charlotte,-26.7,14.5,39.8,-1.4
2025,Sam Houston,-27.8,15.3,41.8,-1.3
2025,Massachusetts,-36.6,7.8,42.8,-1.5
2025,nationalAverages,0.6970588235294117,27.158088235294116,26.459558823529413,0.0014705882352941176
