season,team,sp_overall,sp_offense,sp_defense,sp_st
2021,Hawai'i,-2.3,27.1,30.1,0.0
2021,Colorado State,-2.4,23.3,25.9,0.0
2021,Rutgers,-3.0,20.8,23.7,0.0
2021,Tulane,-3.9,27.9,30.4,0.0
2021,Middle Tennessee,-4.0,24.0,27.1,0.0
2021,UTEP,-4.2,23.9,28.3,0.0
2021,Florida Atlantic,-5.2,23.1,28.4,0.0
2021,Kent State,-6.4,32.3,36.9,0.0
2021,North Texas,-6.5,23.1,28.5,0.0
2021,Troy,-6.5,20.1,26.7,0.0
2021,Georgia Tech,-6.7,27.0,32.4,0.0
2021,Northern Illinois,-7.1,29.4,36.1,0.0
2021,South Alabama,-7.2,21.4,28.0,0.0
2021,Old Dominion,-7.4,21.2,28.0,0.0
2021,Indiana,-7.8,20.4,27.3,0.0
2021,Eastern Michigan,-7.8,27.2,37.2,0.0
2021,Navy,-8.5,20.0,27.7,0.0
2021,Buffalo,-9.5,24.6,33.1,0.0
2021,Colorado,-10.0,18.8,29.6,0.0
2021,Stanford,-10.2,22.2,33.6,0.0
2021,Northwestern,-11.1,19.4,27.3,0.0
2021,Ball State,-11.2,21.6,33.7,0.0
2021,Ohio,-11.6,25.1,35.2,0.0
2021,Louisiana Tech,-11.6,23.6,34.4,0.0
2021,South Florida,-12.1,23.5,36.2,0.0
2021,Bowling Green,-12.4,17.1,29.8,0.0
2021,Arizona,-12.6,19.2,32.3,0.0
2021,Duke,-13.5,23.4,36.3,0.0
2021,Charlotte,-13.7,27.6,41.2,0.0
2021,UNLV,-13.8,19.9,33.0,0.0
2021,Southern Miss,-14.2,15.0,28.6,0.0
2021,Georgia Southern,-15.3,18.4,34.0,0.0
2021,Texas State,-16.0,20.7,36.9,0.0
2021,Arkansas State,-17.9,21.0,40.0,0.0
2021,New Mexico,-18.6,11.6,29.8,0.0
2021,Temple,-19.1,17.5,34.1,0.0
2021,Vanderbilt,-19.4,17.4,35.6,0.0
2021,Kansas,-19.7,22.3,40.6,0.0
2021,UL Monroe,-20.3,15.6,35.1,0.0
2021,Florida International,-21.6,19.9,40.2,0.0
2021,Rice,-22.9,18.2,38.3,0.0
2021,Akron,-23.1,20.3,41.7,0.0
2021,New Mexico State,-24.2,20.6,43.7,0.0
2021,UConn,-25.6,12.7,36.8,0.0
2021,Massachusetts,-29.3,16.1,43.9,0.0
2021,nationalAverages,1.9807692307692308,28.64923076923077,26.674615384615386,0.0
