date,home_team,away_team,home_score,away_score
2020-12-28,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,127,91
2020-12-29,BROOKLYN NETS,MEMPHIS GRIZZLIES,111,116
2020-12-29,ATLANTA HAWKS,DETROIT PISTONS,128,120
2020-12-29,OKLAHOMA CITY THUNDER,UTAH JAZZ,109,110
2020-12-29,DENVER NUGGETS,HOUSTON ROCKETS,124,111
2020-12-29,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,107,115
2020-12-30,CLEVELAND CAVALIERS,NEW YORK KNICKS,86,95
2020-12-30,DETROIT PISTONS,GOLDEN STATE WARRIORS,106,116
2020-12-30,INDIANA PACERS,BOSTON CELTICS,111,116
2020-12-30,WASHINGTON WIZARDS,CHICAGO BULLS,107,115
2020-12-30,PHILADELPHIA 76ERS,TORONTO RAPTORS,100,93
2020-12-30,MIAMI HEAT,MILWAUKEE BUCKS,97,144
2020-12-30,OKLAHOMA CITY THUNDER,ORLANDO MAGIC,107,118
2020-12-30,PHOENIX SUNS,NEW ORLEANS PELICANS,111,86
2020-12-30,SACRAMENTO KINGS,DENVER NUGGETS,125,115
2020-12-30,LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,124,101
2020-12-31,MIAMI HEAT,MILWAUKEE BUCKS,119,108
2020-12-31,BROOKLYN NETS,ATLANTA HAWKS,145,141
2020-12-31,BOSTON CELTICS,MEMPHIS GRIZZLIES,126,107
2020-12-31,DALLAS MAVERICKS,CHARLOTTE HORNETS,99,118
2020-12-31,SAN ANTONIO SPURS,LOS ANGELES LAKERS,107,121
2020-12-31,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,128,105
2020-12-31,INDIANA PACERS,CLEVELAND CAVALIERS,119,99
2020-12-31,WASHINGTON WIZARDS,CHICAGO BULLS,130,133
2020-12-31,ORLANDO MAGIC,PHILADELPHIA 76ERS,92,116
2021-01-01,HOUSTON ROCKETS,SACRAMENTO KINGS,122,119
2021-01-01,TORONTO RAPTORS,NEW YORK KNICKS,100,83
2021-01-01,OKLAHOMA CITY THUNDER,NEW ORLEANS PELICANS,80,113
2021-01-01,UTAH JAZZ,PHOENIX SUNS,95,106
2021-01-02,CHARLOTTE HORNETS,MEMPHIS GRIZZLIES,93,108
2021-01-02,DALLAS MAVERICKS,MIAMI HEAT,93,83
2021-01-02,DETROIT PISTONS,BOSTON CELTICS,96,93
2021-01-02,BROOKLYN NETS,ATLANTA HAWKS,96,114
2021-01-02,MILWAUKEE BUCKS,CHICAGO BULLS,126,96
2021-01-02,MINNESOTA TIMBERWOLVES,WASHINGTON WIZARDS,109,130
2021-01-02,SAN ANTONIO SPURS,LOS ANGELES LAKERS,103,109
2021-01-02,DENVER NUGGETS,PHOENIX SUNS,103,106
2021-01-02,UTAH JAZZ,LOS ANGELES CLIPPERS,106,100
2021-01-02,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,98,123
2021-01-02,HOUSTON ROCKETS,SACRAMENTO KINGS,102,94
2021-01-03,INDIANA PACERS,NEW YORK KNICKS,102,106
2021-01-03,ORLANDO MAGIC,OKLAHOMA CITY THUNDER,99,108
2021-01-03,PHILADELPHIA 76ERS,CHARLOTTE HORNETS,127,112
2021-01-03,ATLANTA HAWKS,CLEVELAND CAVALIERS,91,96
2021-01-03,NEW ORLEANS PELICANS,TORONTO RAPTORS,120,116
2021-01-03,DETROIT PISTONS,BOSTON CELTICS,120,122
2021-01-03,BROOKLYN NETS,WASHINGTON WIZARDS,122,123
2021-01-03,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,94,108
2021-01-04,MINNESOTA TIMBERWOLVES,DENVER NUGGETS,109,124
2021-01-04,SAN ANTONIO SPURS,UTAH JAZZ,109,130
2021-01-04,CHICAGO BULLS,DALLAS MAVERICKS,118,108
2021-01-04,PHOENIX SUNS,LOS ANGELES CLIPPERS,107,112
2021-01-04,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,137,122
2021-01-05,ORLANDO MAGIC,CLEVELAND CAVALIERS,103,83
2021-01-05,PHILADELPHIA 76ERS,CHARLOTTE HORNETS,118,101
2021-01-05,ATLANTA HAWKS,NEW YORK KNICKS,108,113
2021-01-05,MIAMI HEAT,OKLAHOMA CITY THUNDER,118,90
2021-01-05,TORONTO RAPTORS,BOSTON CELTICS,114,126
2021-01-05,HOUSTON ROCKETS,DALLAS MAVERICKS,100,113
2021-01-05,MILWAUKEE BUCKS,DETROIT PISTONS,125,115
2021-01-05,NEW ORLEANS PELICANS,INDIANA PACERS,116,118
2021-01-05,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,137,106
2021-01-06,BROOKLYN NETS,UTAH JAZZ,130,96
2021-01-06,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,92,94
2021-01-06,DENVER NUGGETS,MINNESOTA TIMBERWOLVES,123,116
2021-01-06,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,113,116
2021-01-06,PORTLAND TRAIL BLAZERS,CHICAGO BULLS,108,111
2021-01-07,INDIANA PACERS,HOUSTON ROCKETS,114,107
2021-01-07,ORLANDO MAGIC,CLEVELAND CAVALIERS,105,94
2021-01-07,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,141,136
2021-01-07,ATLANTA HAWKS,CHARLOTTE HORNETS,94,102
2021-01-07,MIAMI HEAT,BOSTON CELTICS,105,107
2021-01-07,NEW YORK KNICKS,UTAH JAZZ,112,100
2021-01-07,MILWAUKEE BUCKS,DETROIT PISTONS,130,115
2021-01-07,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,110,111
2021-01-07,PHOENIX SUNS,TORONTO RAPTORS,123,115
2021-01-07,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,101,108
2021-01-07,SACRAMENTO KINGS,CHICAGO BULLS,128,124
2021-01-08,BROOKLYN NETS,PHILADELPHIA 76ERS,122,109
2021-01-08,MEMPHIS GRIZZLIES,CLEVELAND CAVALIERS,90,94
2021-01-08,DENVER NUGGETS,DALLAS MAVERICKS,117,124
2021-01-08,LOS ANGELES LAKERS,SAN ANTONIO SPURS,109,118
2021-01-08,PORTLAND TRAIL BLAZERS,MINNESOTA TIMBERWOLVES,135,117
2021-01-09,DETROIT PISTONS,PHOENIX SUNS,110,105
2021-01-09,BOSTON CELTICS,WASHINGTON WIZARDS,116,107
2021-01-09,NEW ORLEANS PELICANS,CHARLOTTE HORNETS,110,118
2021-01-09,NEW YORK KNICKS,OKLAHOMA CITY THUNDER,89,101
2021-01-09,HOUSTON ROCKETS,ORLANDO MAGIC,132,90
2021-01-09,MEMPHIS GRIZZLIES,BROOKLYN NETS,115,110
2021-01-09,MILWAUKEE BUCKS,UTAH JAZZ,118,131
2021-01-09,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,115,105
2021-01-09,LOS ANGELES LAKERS,CHICAGO BULLS,117,115
2021-01-09,SACRAMENTO KINGS,TORONTO RAPTORS,123,144
2021-01-09,PHILADELPHIA 76ERS,DENVER NUGGETS,103,115
2021-01-10,CHARLOTTE HORNETS,ATLANTA HAWKS,113,105
2021-01-10,INDIANA PACERS,PHOENIX SUNS,117,125
2021-01-10,WASHINGTON WIZARDS,MIAMI HEAT,124,128
2021-01-10,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,100,90
2021-01-10,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,122,125
2021-01-10,DALLAS MAVERICKS,ORLANDO MAGIC,112,98
2021-01-10,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,99,125
2021-01-10,DETROIT PISTONS,UTAH JAZZ,86,96
2021-01-10,LOS ANGELES CLIPPERS,CHICAGO BULLS,130,127
2021-01-10,BROOKLYN NETS,OKLAHOMA CITY THUNDER,116,129
2021-01-10,NEW YORK KNICKS,DENVER NUGGETS,89,114
2021-01-11,HOUSTON ROCKETS,LOS ANGELES LAKERS,102,120
2021-01-11,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,96,88
2021-01-11,GOLDEN STATE WARRIORS,TORONTO RAPTORS,106,105
2021-01-12,CHARLOTTE HORNETS,NEW YORK KNICKS,109,88
2021-01-12,CLEVELAND CAVALIERS,MEMPHIS GRIZZLIES,91,101
2021-01-12,ORLANDO MAGIC,MILWAUKEE BUCKS,99,121
2021-01-12,WASHINGTON WIZARDS,PHOENIX SUNS,128,107
2021-01-12,ATLANTA HAWKS,PHILADELPHIA 76ERS,112,94
2021-01-12,PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,112,111
2021-01-12,SACRAMENTO KINGS,INDIANA PACERS,127,122
2021-01-13,PHILADELPHIA 76ERS,MIAMI HEAT,137,134
2021-01-13,BROOKLYN NETS,DENVER NUGGETS,122,116
2021-01-13,CLEVELAND CAVALIERS,UTAH JAZZ,87,117
2021-01-13,HOUSTON ROCKETS,LOS ANGELES LAKERS,100,117
2021-01-13,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,102,112
2021-01-13,GOLDEN STATE WARRIORS,INDIANA PACERS,95,104
2021-01-14,CHARLOTTE HORNETS,DALLAS MAVERICKS,93,104
2021-01-14,DETROIT PISTONS,MILWAUKEE BUCKS,101,110
2021-01-14,NEW YORK KNICKS,BROOKLYN NETS,109,116
2021-01-14,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,107,118
2021-01-14,OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,99,128
2021-01-14,LOS ANGELES CLIPPERS,NEW ORLEANS PELICANS,111,106
2021-01-14,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,126,132
2021-01-15,PHILADELPHIA 76ERS,MIAMI HEAT,125,108
2021-01-15,SAN ANTONIO SPURS,HOUSTON ROCKETS,105,109
2021-01-15,TORONTO RAPTORS,CHARLOTTE HORNETS,111,108
2021-01-15,DENVER NUGGETS,GOLDEN STATE WARRIORS,114,104
2021-01-15,PORTLAND TRAIL BLAZERS,INDIANA PACERS,87,111
2021-01-16,BOSTON CELTICS,ORLANDO MAGIC,124,97
2021-01-16,CLEVELAND CAVALIERS,NEW YORK KNICKS,106,103
2021-01-16,MILWAUKEE BUCKS,DALLAS MAVERICKS,112,109
2021-01-16,OKLAHOMA CITY THUNDER,CHICAGO BULLS,127,125
2021-01-16,UTAH JAZZ,ATLANTA HAWKS,116,92
2021-01-16,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,112,95
2021-01-16,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,100,138
2021-01-16,SAN ANTONIO SPURS,HOUSTON ROCKETS,103,91
2021-01-16,BROOKLYN NETS,ORLANDO MAGIC,122,115
2021-01-17,TORONTO RAPTORS,CHARLOTTE HORNETS,116,113
2021-01-17,MEMPHIS GRIZZLIES,PHILADELPHIA 76ERS,106,104
2021-01-17,MIAMI HEAT,DETROIT PISTONS,100,120
2021-01-17,PORTLAND TRAIL BLAZERS,ATLANTA HAWKS,112,106
2021-01-17,BOSTON CELTICS,NEW YORK KNICKS,75,105
2021-01-17,DALLAS MAVERICKS,CHICAGO BULLS,101,117
2021-01-18,DENVER NUGGETS,UTAH JAZZ,105,109
2021-01-18,SACRAMENTO KINGS,NEW ORLEANS PELICANS,123,128
2021-01-18,LOS ANGELES CLIPPERS,INDIANA PACERS,129,96
2021-01-18,NEW YORK KNICKS,ORLANDO MAGIC,91,84
2021-01-18,ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,108,97
2021-01-18,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,104,125
2021-01-18,MEMPHIS GRIZZLIES,PHOENIX SUNS,108,104
2021-01-19,BROOKLYN NETS,MILWAUKEE BUCKS,125,123
2021-01-19,TORONTO RAPTORS,DALLAS MAVERICKS,116,93
2021-01-19,CHICAGO BULLS,HOUSTON ROCKETS,125,120
2021-01-19,MIAMI HEAT,DETROIT PISTONS,113,107
2021-01-19,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,113,115
2021-01-20,DENVER NUGGETS,OKLAHOMA CITY THUNDER,119,101
2021-01-20,UTAH JAZZ,NEW ORLEANS PELICANS,118,102
2021-01-21,CLEVELAND CAVALIERS,BROOKLYN NETS,147,135
2021-01-21,INDIANA PACERS,DALLAS MAVERICKS,112,124
2021-01-21,PHILADELPHIA 76ERS,BOSTON CELTICS,117,109
2021-01-21,ATLANTA HAWKS,DETROIT PISTONS,123,115
2021-01-21,TORONTO RAPTORS,MIAMI HEAT,102,111
2021-01-21,MINNESOTA TIMBERWOLVES,ORLANDO MAGIC,96,97
2021-01-21,HOUSTON ROCKETS,PHOENIX SUNS,103,109
2021-01-21,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,121,99
2021-01-21,LOS ANGELES CLIPPERS,SACRAMENTO KINGS,115,96
2021-01-22,MILWAUKEE BUCKS,LOS ANGELES LAKERS,106,113
2021-01-22,GOLDEN STATE WARRIORS,NEW YORK KNICKS,104,119
2021-01-22,UTAH JAZZ,NEW ORLEANS PELICANS,129,118
2021-01-23,CHARLOTTE HORNETS,CHICAGO BULLS,110,123
2021-01-23,DETROIT PISTONS,HOUSTON ROCKETS,102,103
2021-01-23,INDIANA PACERS,ORLANDO MAGIC,120,118
2021-01-23,CLEVELAND CAVALIERS,BROOKLYN NETS,125,113
2021-01-23,PHILADELPHIA 76ERS,BOSTON CELTICS,122,110
2021-01-23,TORONTO RAPTORS,MIAMI HEAT,101,81
2021-01-23,MINNESOTA TIMBERWOLVES,ATLANTA HAWKS,98,116
2021-01-23,SAN ANTONIO SPURS,DALLAS MAVERICKS,117,122
2021-01-23,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,120,106
2021-01-23,PHOENIX SUNS,DENVER NUGGETS,126,130
2021-01-23,SACRAMENTO KINGS,NEW YORK KNICKS,103,94
2021-01-24,BROOKLYN NETS,MIAMI HEAT,128,124
2021-01-24,DETROIT PISTONS,PHILADELPHIA 76ERS,110,114
2021-01-24,MINNESOTA TIMBERWOLVES,NEW ORLEANS PELICANS,120,110
2021-01-24,CHICAGO BULLS,LOS ANGELES LAKERS,90,101
2021-01-24,DALLAS MAVERICKS,HOUSTON ROCKETS,108,133
2021-01-24,PHOENIX SUNS,DENVER NUGGETS,112,120
2021-01-24,UTAH JAZZ,GOLDEN STATE WARRIORS,127,108
2021-01-24,INDIANA PACERS,TORONTO RAPTORS,102,107
2021-01-24,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,108,100
2021-01-25,BOSTON CELTICS,CLEVELAND CAVALIERS,141,103
2021-01-25,ORLANDO MAGIC,CHARLOTTE HORNETS,104,107
2021-01-25,MILWAUKEE BUCKS,ATLANTA HAWKS,129,115
2021-01-25,SAN ANTONIO SPURS,WASHINGTON WIZARDS,121,101
2021-01-25,PORTLAND TRAIL BLAZERS,NEW YORK KNICKS,116,113
2021-01-26,DETROIT PISTONS,PHILADELPHIA 76ERS,119,104
2021-01-26,INDIANA PACERS,TORONTO RAPTORS,129,114
2021-01-26,ORLANDO MAGIC,CHARLOTTE HORNETS,117,108
2021-01-26,BROOKLYN NETS,MIAMI HEAT,98,85
2021-01-26,CLEVELAND CAVALIERS,LOS ANGELES LAKERS,108,115
2021-01-26,DALLAS MAVERICKS,DENVER NUGGETS,113,117
2021-01-26,CHICAGO BULLS,BOSTON CELTICS,103,119
2021-01-26,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,130,108
2021-01-26,PORTLAND TRAIL BLAZERS,OKLAHOMA CITY THUNDER,122,125
2021-01-27,ATLANTA HAWKS,LOS ANGELES CLIPPERS,108,99
2021-01-27,HOUSTON ROCKETS,WASHINGTON WIZARDS,107,88
2021-01-27,UTAH JAZZ,NEW YORK KNICKS,108,94
2021-01-28,CHARLOTTE HORNETS,INDIANA PACERS,106,116
2021-01-28,CLEVELAND CAVALIERS,DETROIT PISTONS,122,107
2021-01-28,ORLANDO MAGIC,SACRAMENTO KINGS,107,121
2021-01-28,ATLANTA HAWKS,BROOKLYN NETS,128,132
2021-01-28,MIAMI HEAT,DENVER NUGGETS,82,109
2021-01-28,PHILADELPHIA 76ERS,LOS ANGELES LAKERS,107,106
2021-01-28,TORONTO RAPTORS,MILWAUKEE BUCKS,108,115
2021-01-28,SAN ANTONIO SPURS,BOSTON CELTICS,110,106
2021-01-28,NEW ORLEANS PELICANS,WASHINGTON WIZARDS,124,106
2021-01-28,PHOENIX SUNS,OKLAHOMA CITY THUNDER,97,102
2021-01-28,UTAH JAZZ,DALLAS MAVERICKS,116,104
2021-01-28,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,123,111
2021-01-29,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,104,101
2021-01-29,DETROIT PISTONS,LOS ANGELES LAKERS,107,92
2021-01-29,MIAMI HEAT,LOS ANGELES CLIPPERS,105,109
2021-01-29,PHOENIX SUNS,GOLDEN STATE WARRIORS,114,93
2021-01-30,CHARLOTTE HORNETS,INDIANA PACERS,108,105
2021-01-30,WASHINGTON WIZARDS,ATLANTA HAWKS,100,116
2021-01-30,NEW ORLEANS PELICANS,MILWAUKEE BUCKS,131,126
2021-01-30,NEW YORK KNICKS,CLEVELAND CAVALIERS,102,81
2021-01-30,TORONTO RAPTORS,SACRAMENTO KINGS,124,126
2021-01-30,MINNESOTA TIMBERWOLVES,PHILADELPHIA 76ERS,94,118
2021-01-30,OKLAHOMA CITY THUNDER,BROOKLYN NETS,125,147
2021-01-30,ORLANDO MAGIC,LOS ANGELES CLIPPERS,90,116
2021-01-30,SAN ANTONIO SPURS,DENVER NUGGETS,119,109
2021-01-30,UTAH JAZZ,DALLAS MAVERICKS,120,101
2021-01-31,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,122,123
2021-01-31,CHARLOTTE HORNETS,MILWAUKEE BUCKS,126,114
2021-01-31,MIAMI HEAT,SACRAMENTO KINGS,105,104
2021-01-31,NEW ORLEANS PELICANS,HOUSTON ROCKETS,112,126
2021-01-31,BOSTON CELTICS,LOS ANGELES LAKERS,95,96
2021-01-31,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,112,129
2021-01-31,DALLAS MAVERICKS,PHOENIX SUNS,105,111
2021-01-31,GOLDEN STATE WARRIORS,DETROIT PISTONS,118,91
2021-01-31,NEW YORK KNICKS,LOS ANGELES CLIPPERS,115,129
2021-01-31,DENVER NUGGETS,UTAH JAZZ,128,117
2021-02-01,INDIANA PACERS,PHILADELPHIA 76ERS,110,119
2021-02-01,TORONTO RAPTORS,ORLANDO MAGIC,115,102
2021-02-01,WASHINGTON WIZARDS,BROOKLYN NETS,149,146
2021-02-01,MINNESOTA TIMBERWOLVES,CLEVELAND CAVALIERS,109,104
2021-02-02,ATLANTA HAWKS,LOS ANGELES LAKERS,99,107
2021-02-02,MIAMI HEAT,CHARLOTTE HORNETS,121,129
2021-02-02,CHICAGO BULLS,NEW YORK KNICKS,110,102
2021-02-02,CLEVELAND CAVALIERS,MINNESOTA TIMBERWOLVES,100,98
2021-02-02,MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,134,106
2021-02-02,NEW ORLEANS PELICANS,SACRAMENTO KINGS,109,118
2021-02-02,OKLAHOMA CITY THUNDER,HOUSTON ROCKETS,106,136
2021-02-02,DALLAS MAVERICKS,PHOENIX SUNS,108,109
2021-02-02,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,102,133
2021-02-03,ORLANDO MAGIC,TORONTO RAPTORS,108,123
2021-02-03,BROOKLYN NETS,LOS ANGELES CLIPPERS,124,120
2021-02-03,INDIANA PACERS,MEMPHIS GRIZZLIES,134,116
2021-02-03,WASHINGTON WIZARDS,PORTLAND TRAIL BLAZERS,121,132
2021-02-03,GOLDEN STATE WARRIORS,BOSTON CELTICS,107,111
2021-02-03,UTAH JAZZ,DETROIT PISTONS,117,105
2021-02-04,CHARLOTTE HORNETS,PHILADELPHIA 76ERS,111,118
2021-02-04,MILWAUKEE BUCKS,INDIANA PACERS,130,110
2021-02-04,ATLANTA HAWKS,DALLAS MAVERICKS,116,122
2021-02-04,CHICAGO BULLS,NEW YORK KNICKS,103,107
2021-02-04,CLEVELAND CAVALIERS,LOS ANGELES CLIPPERS,99,121
2021-02-04,MIAMI HEAT,WASHINGTON WIZARDS,100,103
2021-02-04,OKLAHOMA CITY THUNDER,HOUSTON ROCKETS,104,87
2021-02-04,SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,111,108
2021-02-04,NEW ORLEANS PELICANS,PHOENIX SUNS,123,101
2021-02-04,SACRAMENTO KINGS,BOSTON CELTICS,116,111
2021-02-05,ATLANTA HAWKS,UTAH JAZZ,91,112
2021-02-05,DALLAS MAVERICKS,GOLDEN STATE WARRIORS,116,147
2021-02-05,PHILADELPHIA 76ERS,PORTLAND TRAIL BLAZERS,105,121
2021-02-05,MEMPHIS GRIZZLIES,HOUSTON ROCKETS,103,115
2021-02-05,LOS ANGELES LAKERS,DENVER NUGGETS,114,93
2021-02-06,INDIANA PACERS,NEW ORLEANS PELICANS,113,114
2021-02-06,ORLANDO MAGIC,CHICAGO BULLS,123,119
2021-02-06,BROOKLYN NETS,TORONTO RAPTORS,117,123
2021-02-06,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,105,123
2021-02-06,CHARLOTTE HORNETS,UTAH JAZZ,121,138
2021-02-06,MIAMI HEAT,WASHINGTON WIZARDS,122,95
2021-02-06,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,103,106
2021-02-06,PHOENIX SUNS,DETROIT PISTONS,109,92
2021-02-06,LOS ANGELES CLIPPERS,BOSTON CELTICS,115,119
2021-02-06,NEW YORK KNICKS,PORTLAND TRAIL BLAZERS,110,99
2021-02-06,SACRAMENTO KINGS,DENVER NUGGETS,119,114
2021-02-07,ORLANDO MAGIC,CHICAGO BULLS,92,118
2021-02-07,ATLANTA HAWKS,TORONTO RAPTORS,132,121
2021-02-07,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,99,124
2021-02-07,HOUSTON ROCKETS,SAN ANTONIO SPURS,106,111
2021-02-07,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,120,118
2021-02-07,PHILADELPHIA 76ERS,BROOKLYN NETS,124,108
2021-02-07,DALLAS MAVERICKS,GOLDEN STATE WARRIORS,134,132
2021-02-07,NEW ORLEANS PELICANS,MEMPHIS GRIZZLIES,118,109
2021-02-07,LOS ANGELES LAKERS,DETROIT PISTONS,135,129
2021-02-07,CHARLOTTE HORNETS,WASHINGTON WIZARDS,119,97
2021-02-07,INDIANA PACERS,UTAH JAZZ,95,103
2021-02-07,NEW YORK KNICKS,MIAMI HEAT,103,109
2021-02-07,PHOENIX SUNS,BOSTON CELTICS,100,91
2021-02-07,LOS ANGELES CLIPPERS,SACRAMENTO KINGS,110,113
2021-02-09,CHARLOTTE HORNETS,HOUSTON ROCKETS,119,94
2021-02-09,CHICAGO BULLS,WASHINGTON WIZARDS,101,105
2021-02-09,MEMPHIS GRIZZLIES,TORONTO RAPTORS,113,128
2021-02-09,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,127,122
2021-02-09,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,105,100
2021-02-09,PHOENIX SUNS,CLEVELAND CAVALIERS,119,113
2021-02-09,DENVER NUGGETS,MILWAUKEE BUCKS,112,125
2021-02-09,LOS ANGELES LAKERS,OKLAHOMA CITY THUNDER,119,112
2021-02-10,DETROIT PISTONS,BROOKLYN NETS,122,111
2021-02-10,MIAMI HEAT,NEW YORK KNICKS,98,96
2021-02-10,NEW ORLEANS PELICANS,HOUSTON ROCKETS,130,101
2021-02-10,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,91,114
2021-02-10,PORTLAND TRAIL BLAZERS,ORLANDO MAGIC,106,97
2021-02-10,SACRAMENTO KINGS,PHILADELPHIA 76ERS,111,119
2021-02-10,UTAH JAZZ,BOSTON CELTICS,122,108
2021-02-11,WASHINGTON WIZARDS,TORONTO RAPTORS,115,137
2021-02-11,DALLAS MAVERICKS,ATLANTA HAWKS,118,117
2021-02-11,BROOKLYN NETS,INDIANA PACERS,104,94
2021-02-11,MEMPHIS GRIZZLIES,CHARLOTTE HORNETS,130,114
2021-02-11,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,112,119
2021-02-11,CHICAGO BULLS,NEW ORLEANS PELICANS,129,116
2021-02-11,DENVER NUGGETS,CLEVELAND CAVALIERS,133,95
2021-02-11,LOS ANGELES LAKERS,OKLAHOMA CITY THUNDER,114,113
2021-02-11,PHOENIX SUNS,MILWAUKEE BUCKS,125,124
2021-02-12,BOSTON CELTICS,TORONTO RAPTORS,120,106
2021-02-12,HOUSTON ROCKETS,MIAMI HEAT,94,101
2021-02-12,DETROIT PISTONS,INDIANA PACERS,95,111
2021-02-12,GOLDEN STATE WARRIORS,ORLANDO MAGIC,111,105
