date,home_team,away_team,home_score,away_score
2019-11-14,CHARLOTTE HORNETS,MEMPHIS GRIZZLIES,117,119
2019-11-14,ORLANDO MAGIC,PHILADELPHIA 76ERS,112,97
2019-11-14,BOSTON CELTICS,WASHINGTON WIZARDS,140,133
2019-11-14,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,102,93
2019-11-14,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,129,114
2019-11-14,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,120,94
2019-11-14,PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,106,114
2019-11-14,CLEVELAND CAVALIERS,MIAMI HEAT,97,108
2019-11-15,MILWAUKEE BUCKS,CHICAGO BULLS,124,115
2019-11-15,NEW ORLEANS PELICANS,LOS ANGELES CLIPPERS,132,127
2019-11-15,NEW YORK KNICKS,DALLAS MAVERICKS,106,103
2019-11-15,PHOENIX SUNS,ATLANTA HAWKS,128,112
2019-11-15,DENVER NUGGETS,BROOKLYN NETS,101,93
2019-11-16,CHARLOTTE HORNETS,DETROIT PISTONS,109,106
2019-11-16,ORLANDO MAGIC,SAN ANTONIO SPURS,111,109
2019-11-16,HOUSTON ROCKETS,INDIANA PACERS,111,102
2019-11-16,MEMPHIS GRIZZLIES,UTAH JAZZ,107,106
2019-11-16,MINNESOTA TIMBERWOLVES,WASHINGTON WIZARDS,116,137
2019-11-16,OKLAHOMA CITY THUNDER,PHILADELPHIA 76ERS,127,119
2019-11-16,GOLDEN STATE WARRIORS,BOSTON CELTICS,100,105
2019-11-16,LOS ANGELES LAKERS,SACRAMENTO KINGS,99,97
2019-11-16,CHICAGO BULLS,BROOKLYN NETS,111,117
2019-11-17,INDIANA PACERS,MILWAUKEE BUCKS,83,102
2019-11-17,NEW YORK KNICKS,CHARLOTTE HORNETS,102,103
2019-11-17,MIAMI HEAT,NEW ORLEANS PELICANS,109,94
2019-11-17,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,105,125
2019-11-17,DALLAS MAVERICKS,TORONTO RAPTORS,110,102
2019-11-17,SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,116,121
2019-11-17,LOS ANGELES CLIPPERS,ATLANTA HAWKS,150,101
2019-11-17,CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,95,114
2019-11-17,SACRAMENTO KINGS,BOSTON CELTICS,100,99
2019-11-17,MEMPHIS GRIZZLIES,DENVER NUGGETS,114,131
2019-11-17,ORLANDO MAGIC,WASHINGTON WIZARDS,125,121
2019-11-18,NEW ORLEANS PELICANS,GOLDEN STATE WARRIORS,108,100
2019-11-18,LOS ANGELES LAKERS,ATLANTA HAWKS,122,101
2019-11-19,NEW YORK KNICKS,CLEVELAND CAVALIERS,123,105
2019-11-19,BROOKLYN NETS,INDIANA PACERS,86,115
2019-11-19,TORONTO RAPTORS,CHARLOTTE HORNETS,132,96
2019-11-19,CHICAGO BULLS,MILWAUKEE BUCKS,101,115
2019-11-19,HOUSTON ROCKETS,PORTLAND TRAIL BLAZERS,132,108
2019-11-19,DALLAS MAVERICKS,SAN ANTONIO SPURS,117,110
2019-11-19,PHOENIX SUNS,BOSTON CELTICS,85,99
2019-11-19,UTAH JAZZ,MINNESOTA TIMBERWOLVES,102,112
2019-11-19,LOS ANGELES CLIPPERS,OKLAHOMA CITY THUNDER,90,88
2019-11-20,MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,95,114
2019-11-20,NEW ORLEANS PELICANS,PORTLAND TRAIL BLAZERS,115,104
2019-11-20,SACRAMENTO KINGS,PHOENIX SUNS,120,116
2019-11-20,LOS ANGELES LAKERS,OKLAHOMA CITY THUNDER,112,107
2019-11-21,PHILADELPHIA 76ERS,NEW YORK KNICKS,109,104
2019-11-21,WASHINGTON WIZARDS,SAN ANTONIO SPURS,138,132
2019-11-21,ATLANTA HAWKS,MILWAUKEE BUCKS,127,135
2019-11-21,BROOKLYN NETS,CHARLOTTE HORNETS,101,91
2019-11-21,DALLAS MAVERICKS,GOLDEN STATE WARRIORS,142,94
2019-11-21,MIAMI HEAT,CLEVELAND CAVALIERS,124,100
2019-11-21,TORONTO RAPTORS,ORLANDO MAGIC,113,97
2019-11-21,CHICAGO BULLS,DETROIT PISTONS,109,89
2019-11-21,MINNESOTA TIMBERWOLVES,UTAH JAZZ,95,103
2019-11-21,DENVER NUGGETS,HOUSTON ROCKETS,105,95
2019-11-21,LOS ANGELES CLIPPERS,BOSTON CELTICS,107,104
2019-11-22,MILWAUKEE BUCKS,PORTLAND TRAIL BLAZERS,137,129
2019-11-22,PHOENIX SUNS,NEW ORLEANS PELICANS,121,124
2019-11-23,DETROIT PISTONS,ATLANTA HAWKS,128,103
2019-11-23,WASHINGTON WIZARDS,CHARLOTTE HORNETS,125,118
2019-11-23,BROOKLYN NETS,SACRAMENTO KINGS,116,97
2019-11-23,CHICAGO BULLS,MIAMI HEAT,108,116
2019-11-23,OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,127,130
2019-11-23,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,115,104
2019-11-23,DALLAS MAVERICKS,CLEVELAND CAVALIERS,143,101
2019-11-23,DENVER NUGGETS,BOSTON CELTICS,96,92
2019-11-23,UTAH JAZZ,GOLDEN STATE WARRIORS,113,109
2019-11-23,LOS ANGELES CLIPPERS,HOUSTON ROCKETS,122,119
2019-11-23,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,98,100
2019-11-24,CHARLOTTE HORNETS,CHICAGO BULLS,115,116
2019-11-24,INDIANA PACERS,ORLANDO MAGIC,111,106
2019-11-24,ATLANTA HAWKS,TORONTO RAPTORS,116,119
2019-11-24,NEW YORK KNICKS,SAN ANTONIO SPURS,104,111
2019-11-24,PHILADELPHIA 76ERS,MIAMI HEAT,113,86
2019-11-24,CLEVELAND CAVALIERS,PORTLAND TRAIL BLAZERS,110,104
2019-11-24,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,108,109
2019-11-24,MILWAUKEE BUCKS,DETROIT PISTONS,104,90
2019-11-24,UTAH JAZZ,NEW ORLEANS PELICANS,128,120
2019-11-24,HOUSTON ROCKETS,DALLAS MAVERICKS,123,137
2019-11-24,NEW YORK KNICKS,BROOKLYN NETS,101,103
2019-11-24,WASHINGTON WIZARDS,SACRAMENTO KINGS,106,113
2019-11-25,DENVER NUGGETS,PHOENIX SUNS,116,104
2019-11-25,LOS ANGELES CLIPPERS,NEW ORLEANS PELICANS,134,109
2019-11-26,CLEVELAND CAVALIERS,BROOKLYN NETS,106,108
2019-11-26,DETROIT PISTONS,ORLANDO MAGIC,103,88
2019-11-26,INDIANA PACERS,MEMPHIS GRIZZLIES,126,114
2019-11-26,ATLANTA HAWKS,MINNESOTA TIMBERWOLVES,113,125
2019-11-26,BOSTON CELTICS,SACRAMENTO KINGS,103,102
2019-11-26,MIAMI HEAT,CHARLOTTE HORNETS,117,100
2019-11-26,TORONTO RAPTORS,PHILADELPHIA 76ERS,101,96
2019-11-26,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,94,117
2019-11-26,MILWAUKEE BUCKS,UTAH JAZZ,122,118
2019-11-26,SAN ANTONIO SPURS,LOS ANGELES LAKERS,104,114
2019-11-26,GOLDEN STATE WARRIORS,OKLAHOMA CITY THUNDER,97,100
2019-11-27,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,99,114
2019-11-27,DENVER NUGGETS,WASHINGTON WIZARDS,117,104
2019-11-28,BOSTON CELTICS,BROOKLYN NETS,121,110
2019-11-28,CHARLOTTE HORNETS,DETROIT PISTONS,102,101
2019-11-28,CLEVELAND CAVALIERS,ORLANDO MAGIC,104,116
2019-11-28,INDIANA PACERS,UTAH JAZZ,121,102
2019-11-28,PHILADELPHIA 76ERS,SACRAMENTO KINGS,97,91
2019-11-28,TORONTO RAPTORS,NEW YORK KNICKS,126,98
2019-11-28,HOUSTON ROCKETS,MIAMI HEAT,117,108
2019-11-28,MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,119,121
2019-11-28,MILWAUKEE BUCKS,ATLANTA HAWKS,111,102
2019-11-28,SAN ANTONIO SPURS,MINNESOTA TIMBERWOLVES,101,113
2019-11-28,PHOENIX SUNS,WASHINGTON WIZARDS,132,140
2019-11-28,NEW ORLEANS PELICANS,LOS ANGELES LAKERS,110,114
2019-11-28,PORTLAND TRAIL BLAZERS,OKLAHOMA CITY THUNDER,136,119
2019-11-28,GOLDEN STATE WARRIORS,CHICAGO BULLS,104,90
2019-11-29,BROOKLYN NETS,BOSTON CELTICS,112,107
2019-11-30,DETROIT PISTONS,CHARLOTTE HORNETS,107,110
2019-11-30,ORLANDO MAGIC,TORONTO RAPTORS,83,90
2019-11-30,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,110,119
2019-11-30,NEW YORK KNICKS,PHILADELPHIA 76ERS,95,101
2019-11-30,INDIANA PACERS,ATLANTA HAWKS,105,104
2019-11-30,MEMPHIS GRIZZLIES,UTAH JAZZ,94,103
2019-11-30,MIAMI HEAT,GOLDEN STATE WARRIORS,122,105
2019-11-30,OKLAHOMA CITY THUNDER,NEW ORLEANS PELICANS,109,104
2019-11-30,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,107,97
2019-11-30,PHOENIX SUNS,DALLAS MAVERICKS,113,120
2019-11-30,PORTLAND TRAIL BLAZERS,CHICAGO BULLS,107,103
2019-11-30,LOS ANGELES LAKERS,WASHINGTON WIZARDS,125,103
2019-11-30,SACRAMENTO KINGS,DENVER NUGGETS,100,97
2019-12-01,PHILADELPHIA 76ERS,INDIANA PACERS,119,116
2019-12-01,HOUSTON ROCKETS,ATLANTA HAWKS,158,111
2019-12-01,MILWAUKEE BUCKS,CHARLOTTE HORNETS,137,96
2019-12-01,BROOKLYN NETS,MIAMI HEAT,106,109
2019-12-01,MINNESOTA TIMBERWOLVES,MEMPHIS GRIZZLIES,107,115
2019-12-01,NEW YORK KNICKS,BOSTON CELTICS,104,113
2019-12-01,LOS ANGELES LAKERS,DALLAS MAVERICKS,100,114
2019-12-01,DETROIT PISTONS,SAN ANTONIO SPURS,132,98
2019-12-01,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,104,107
2019-12-01,ORLANDO MAGIC,GOLDEN STATE WARRIORS,100,96
2019-12-01,TORONTO RAPTORS,UTAH JAZZ,130,110
2019-12-02,LOS ANGELES CLIPPERS,WASHINGTON WIZARDS,150,125
2019-12-03,CHARLOTTE HORNETS,PHOENIX SUNS,104,109
2019-12-03,PHILADELPHIA 76ERS,UTAH JAZZ,103,94
2019-12-03,ATLANTA HAWKS,GOLDEN STATE WARRIORS,104,79
2019-12-03,MEMPHIS GRIZZLIES,INDIANA PACERS,104,117
2019-12-03,MILWAUKEE BUCKS,NEW YORK KNICKS,132,88
2019-12-03,SACRAMENTO KINGS,CHICAGO BULLS,106,113
2019-12-04,CLEVELAND CAVALIERS,DETROIT PISTONS,94,127
2019-12-04,WASHINGTON WIZARDS,ORLANDO MAGIC,120,127
2019-12-04,NEW ORLEANS PELICANS,DALLAS MAVERICKS,97,118
2019-12-04,TORONTO RAPTORS,MIAMI HEAT,110,121
2019-12-04,SAN ANTONIO SPURS,HOUSTON ROCKETS,135,133
2019-12-04,DENVER NUGGETS,LOS ANGELES LAKERS,96,105
2019-12-04,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,117,97
2019-12-05,CHARLOTTE HORNETS,GOLDEN STATE WARRIORS,106,91
2019-12-05,DETROIT PISTONS,MILWAUKEE BUCKS,103,127
2019-12-05,ORLANDO MAGIC,PHOENIX SUNS,128,114
2019-12-05,ATLANTA HAWKS,BROOKLYN NETS,118,130
2019-12-05,BOSTON CELTICS,MIAMI HEAT,112,93
2019-12-05,CHICAGO BULLS,MEMPHIS GRIZZLIES,106,99
2019-12-05,OKLAHOMA CITY THUNDER,INDIANA PACERS,100,107
2019-12-05,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,121,114
2019-12-05,UTAH JAZZ,LOS ANGELES LAKERS,96,121
2019-12-05,PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,127,116
2019-12-06,WASHINGTON WIZARDS,PHILADELPHIA 76ERS,119,113
2019-12-06,NEW YORK KNICKS,DENVER NUGGETS,92,129
2019-12-06,TORONTO RAPTORS,HOUSTON ROCKETS,109,119
2019-12-06,NEW ORLEANS PELICANS,PHOENIX SUNS,132,139
2019-12-07,CHARLOTTE HORNETS,BROOKLYN NETS,104,111
2019-12-07,CLEVELAND CAVALIERS,ORLANDO MAGIC,87,93
2019-12-07,DETROIT PISTONS,INDIANA PACERS,108,101
2019-12-07,BOSTON CELTICS,DENVER NUGGETS,108,95
2019-12-07,CHICAGO BULLS,GOLDEN STATE WARRIORS,98,100
2019-12-07,MIAMI HEAT,WASHINGTON WIZARDS,112,103
2019-12-07,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,139,127
2019-12-07,MILWAUKEE BUCKS,LOS ANGELES CLIPPERS,119,91
2019-12-07,SAN ANTONIO SPURS,SACRAMENTO KINGS,105,104
2019-12-07,PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,113,136
2019-12-07,DALLAS MAVERICKS,NEW ORLEANS PELICANS,130,84
2019-12-08,NEW YORK KNICKS,INDIANA PACERS,103,104
2019-12-08,PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,141,94
2019-12-08,HOUSTON ROCKETS,PHOENIX SUNS,115,109
2019-12-08,UTAH JAZZ,MEMPHIS GRIZZLIES,126,112
2019-12-08,BROOKLYN NETS,DENVER NUGGETS,105,102
2019-12-08,CHARLOTTE HORNETS,ATLANTA HAWKS,107,122
2019-12-08,MIAMI HEAT,CHICAGO BULLS,110,105
2019-12-08,PHILADELPHIA 76ERS,TORONTO RAPTORS,110,104
2019-12-08,WASHINGTON WIZARDS,LOS ANGELES CLIPPERS,119,135
2019-12-09,DALLAS MAVERICKS,SACRAMENTO KINGS,106,110
2019-12-09,PORTLAND TRAIL BLAZERS,OKLAHOMA CITY THUNDER,96,108
2019-12-09,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,142,125
2019-12-10,INDIANA PACERS,LOS ANGELES CLIPPERS,99,110
2019-12-10,BOSTON CELTICS,CLEVELAND CAVALIERS,110,88
2019-12-10,CHICAGO BULLS,TORONTO RAPTORS,92,93
2019-12-10,HOUSTON ROCKETS,SACRAMENTO KINGS,118,119
2019-12-10,MILWAUKEE BUCKS,ORLANDO MAGIC,110,101
2019-12-10,NEW ORLEANS PELICANS,DETROIT PISTONS,103,105
2019-12-10,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,125,109
2019-12-10,UTAH JAZZ,OKLAHOMA CITY THUNDER,90,104
2019-12-10,GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,102,110
2019-12-11,CHARLOTTE HORNETS,WASHINGTON WIZARDS,114,107
2019-12-11,MIAMI HEAT,ATLANTA HAWKS,135,121
2019-12-11,PHILADELPHIA 76ERS,DENVER NUGGETS,97,92
2019-12-11,PORTLAND TRAIL BLAZERS,NEW YORK KNICKS,115,87
2019-12-12,CLEVELAND CAVALIERS,HOUSTON ROCKETS,110,116
2019-12-12,INDIANA PACERS,BOSTON CELTICS,122,117
2019-12-12,ORLANDO MAGIC,LOS ANGELES LAKERS,87,96
2019-12-12,TORONTO RAPTORS,LOS ANGELES CLIPPERS,92,112
2019-12-12,BROOKLYN NETS,CHARLOTTE HORNETS,108,113
2019-12-12,CHICAGO BULLS,ATLANTA HAWKS,136,102
2019-12-12,MINNESOTA TIMBERWOLVES,UTAH JAZZ,116,127
2019-12-12,PHOENIX SUNS,MEMPHIS GRIZZLIES,108,115
2019-12-12,MILWAUKEE BUCKS,NEW ORLEANS PELICANS,127,112
2019-12-12,SACRAMENTO KINGS,OKLAHOMA CITY THUNDER,94,93
2019-12-12,GOLDEN STATE WARRIORS,NEW YORK KNICKS,122,124
2019-12-13,BOSTON CELTICS,PHILADELPHIA 76ERS,109,115
2019-12-13,SAN ANTONIO SPURS,CLEVELAND CAVALIERS,109,117
2019-12-13,DETROIT PISTONS,DALLAS MAVERICKS,111,122
2019-12-13,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,114,99
2019-12-14,MIAMI HEAT,LOS ANGELES LAKERS,110,113
